Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Europe & Central Asia,ECS,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,1.51735395605232,0.862552056781914,-1.23694436669892,-0.558742941262361,-0.37693026356278,-1.3928951905086,-1.75573383380834,-1.56598359626325,-1.28802707546784,-1.71105968497913,-1.61217337816916,-1.75544680058071,-1.42186137292864,-2.21849584116079,-2.26244394465707,-1.3395026602167,-0.891419036590489,-1.61535879634946,-2.42999117497775,-3.58275907144207,-4.94491364484456,-4.47798166095089,-5.30933753075717,-4.5455148694607,-3.37388280258903,-2.92646591192463,-1.66854817136462,-0.351021290535552,-1.44421846397279,-2.0039294663019,-2.95022981245789,-2.50475842715958,-1.81200056640091,-1.22239306360393,-1.02518620117768,-1.93898000077898,-6.44917310934618,-4.6144900666978,-2.68349621842791,-2.81633829450189,-2.22801404410961,-1.99204208547624,
Ecuador,ECU,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96954130630352,0.989396904283093,-0.270939908790568,1.08298015853562,0.0748987138084458,,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9503275131944,2.47293340899029,-1.17469446441409,4.23260309278351,3004,3.44166666666667,-1.40061028770706,-1.62805566002256,,,,,-6.74531538664555,-5.8162874251497,-5.61055017514939,-6.44885793871866,-7.1684960336733,-4.55796186895811,-6.36079061976549,-6.56296296296296,-7.73391347588264,-10.0824593392167,-10.1145116503682,,,
Euro area,EMU,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,2.07578227723779,1.41599766504538,0.707970125767681,-1.62714658241079,-0.780858392982834,-0.562296450347671,-1.4739944841114,-1.70421777241664,-1.79823644613746,-1.34032313520763,-2.07862908497631,-1.90153963937531,-1.99217063405239,-1.9179552345631,-3.25765284446051,-3.51025972928556,-2.55346812099075,-1.99719792997694,-2.13510083153139,-2.71622031275304,-3.10715337131509,-4.32663127790731,-4.02531210737945,-7.7221751475036,-4.92326037737385,-3.72503084255235,-3.27257892657449,-2.37239089208979,-1.23219488649706,-2.54588117878865,-3.00266337572119,-3.57582531510714,-3.45907801275266,-3.22429915157299,-2.35979551028501,-1.80062771257991,-2.83760799097189,-6.53031567792469,-5.00494340285057,-3.2364895068732,-3.3106596939548,-2.61950010993127,-2.39876868454949,
Eritrea,ERI,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,1.99450841674959,2.00448516392605,1.6797382854336,1.83086321506897,1.29631194226634,1.50106330796963,0.643330786244033,-0.424643687470981,-1.07792680932116,-1.38428458224653,-3.08037847653103,-3.00588501777591,-3.7300008978896,-4.44784481548119,-2.71842643243849,-1.60558385973314,-1.24534528980445,-0.113954090280186,-2.59983919248533,-2.96224712065683,-3.48329359091651,-6.51204818109662,-6.14787854792231,-6.88993045890055,-5.4480401055755,-4.11119416425859,-3.34577526469112,-2.27135061617052,-2.0290909189942,-1.65354355965737,-1.46979528298865,-1.49065561064978,-1.78101272410671,-0.344628960868977,0.0669660130122404,0.474460311230405,-3.70065766797736,-9.97160423119197,-4.78780438388658,-3.44334383083912,-7.91966799377105,-4.77148608708469,-3.85992546774751,
Estonia,EST,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0186253571970866,-0.0633988533913995,0.0873053620135318,-0.0734148168459731,-0.255114264430191,-0.0654572474349609,-0.0274834829017366,-0.0189913746772013,0.0442522162067319,0.0852580177462911,0.00209968744916351,0.080635712793891,0.0850508196802994,-0.25154859531128,-0.232272738933731,-0.00230140590188011,0.0566352294172842,-0.0061760570461391,0.000336114397626275,,
Ethiopia,ETH,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.59297182220345,-5.87329678115959,-4.73941012948547,-3.75031591182535,-5.18838514045797,-3.10029780783008,-1.64252082668638,-1.13873890073782,-3.05138792634453,-4.20192255868481,,-4.20211360902334,-7.45923964163996,-5.51938348666194,-3.3219289638179,-4.47685107243302,-4.20937145866357,-2.75784058234155,-1.92159243811678,-2.2225663918233,-2.73395742953724,-1.34983977132917,,,,
European Union,EUU,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,2.2107000300894,1.44822248446169,0.712737452900804,-1.53037429645777,-0.811808552155961,-0.527358189973276,-1.60894620114714,-1.87328007018412,-1.85098810808225,-1.79996070964404,-2.01085444336263,-2.00936632061747,-1.9286269444414,-1.6407280223825,-2.59670815393011,-2.54695992047231,-1.51440533953929,-0.984017268137748,-1.65620300669139,-2.47853179091759,-3.68894411606324,-5.08625637935543,-4.50539506357122,-7.1868278236488,-4.77757148307087,-3.53394519957695,-2.80431979053606,-2.01098160029271,-1.02659069932895,-2.20527564306969,-3.0700791009923,-3.7345702962733,-3.51867417743422,-3.19264654515652,-2.4763719438708,-1.94289429307118,-3.12272040955605,-7.04342049539624,-5.50593563754914,-3.78488913243598,-3.87160127037803,-3.01834323985709,-2.69801906411694,
Fragile and conflict affected situations,FCS,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,4.92163986437569,6.34254172331982,4.16759848962887,2.10969282101729,4.29515329836151,3.15060732914022,1.26110618053872,0.443103496603678,1.05610552955911,1.78722299132724,0.455506513262121,-0.490592110247539,0.95886421119967,1.17848415830625,2.13572395619844,0.221185580252985,2.46538598720392,3.56207109785171,1.00439660812526,-5.01128925551436,-8.16757614372425,-10.3547336749817,-9.13352640358794,-9.31754535492512,-6.2767000431119,-2.74521838573931,-0.137894263261949,-0.0638182709201642,4.74016781324077,3.54202861593636,2.59628158528279,1.28852201703515,1.19260212144349,1.49281873627477,2.44591972377675,3.5597906958796,2.77371958019937,-3.85905020742533,-2.56654195617317,-0.535889347738852,-1.09363190902584,-1.83831846482212,-2.6282713330865,
Fiji,FJI,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.856565656565657,-3.2845249755142,-2.65299917473831,-4.360499702558,-3.46954048795091,-3.05640766537948,-4.61579651941098,,,,,,,,-0.0412332311493895,-3.28890175620509,-2.915544220144,,,,,,,,,
France,FRA,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,2.50371411048494,2.31879642741242,2.20603011410708,-0.193267009682304,1.33819649308104,0.599504411401299,-0.405507496584389,0.568682962430715,1.46996036134913,-0.378386688161191,-1.00863110773243,-1.46653854723368,-1.49302283639213,-1.51745615171839,-1.44833780104346,-0.92429287724205,-0.664041993154724,-0.184114046511068,-1.39254144067448,-1.84254116042556,-3.51338864476,-5.51437666211499,-5.47294728264316,-6.62151804317994,-5.62662385257556,-5.53194826838311,-4.34355405865279,-3.49215464560465,-3.03186221585764,-3.11071199103474,-4.7545824882908,-5.46356195373504,-4.89087592882695,-4.54582791343911,-3.68466390045255,-3.65872162823089,-4.22652101991633,-8.44362473232571,-6.64008664580749,-4.93424947700269,-4.48293545204461,-3.62996251990303,-3.77697192289241,
Faroe Islands,FRO,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,1.77359155964381,0.599282387968547,0.113400542054591,-2.05080806047184,-2.34685206643492,-1.27771589221303,-3.08912270285391,-2.94848354744251,-1.9017100169891,-3.15513685266737,-1.23399838542267,-1.78420500246129,-1.84495569915779,-0.755407854667922,-0.835220113523644,-0.266029190837016,1.65672864008318,2.0973959951422,-0.909411295931444,-2.33469039054518,-6.1029204016841,-7.48586330570525,-6.20185832881551,-6.14528920857438,-4.80886911016519,-2.92024344959977,-0.861434601978444,0.087848163715831,0.610957108823942,-0.152293487557391,-2.72499328300628,-4.2626562951274,-4.1187723641092,-3.99017453582258,-3.6589128094297,-3.65006976048207,-5.61780525968398,-11.2508556201779,-9.53631774782906,-7.42306172351619,-7.87334713336972,-5.4858673079151,-4.96056094041824,
Georgia,GEO,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.29205589631113,-2.78170336898925,-2.20685678340939,-1.61342184284249,0.20527425682066,-1.83743994454955,-0.89326449148239,0.535407331688852,1.52483197913424,1.55548387035018,0.762632028610376,-1.89621389624076,-7.75660803680668,-4.42840412343334,-1.20727966552528,-0.462409481672028,,,
Ghana,GHA,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.50663371043874,-5.02091400270149,-3.62242860619399,-1.35987790893516,-1.4088851418043,-4.20493151364843,-4.68737873010509,-5.87382892671157,-5.64658939036208,-7.19989336455137,-3.91787637176462,,,,
Gibraltar,GIB,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.25351000758886,-2.38766167396324,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09582524499961,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.814339241984,18.0143068211873,-9.52099688719914,,,,,,
Greece,GRC,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,3.35750203224982,2.77145637402026,0.706407687956676,1.72193254269801,1.68546718552595,0.999584061890339,1.30490603375219,1.19921735650618,0.260884826063508,-3.46204613505548,-9.80242243501284,0.0261936350242517,-5.97267008281347,-6.49799463548046,-4.79319545657254,-6.70550678592392,-8.08311378436577,-15.0322378751625,-19.6480177949946,,,,,-11.1461407061905,-9.45003611157042,-7.24944777509856,-6.40734179887309,-5.65593228503386,-4.88292601850541,-5.69602559367754,-6.21127655402747,-7.56714861982528,-8.92957519243152,-7.28459726695462,-8.1482935290833,-8.88976377833983,-12.3653671554335,-17.9262621468229,-10.98652435651,-10.5231697599818,-9.02858115694402,-12.0400882596622,-3.55768224567612,
Grenada,GRD,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.50244107459965,-2.1080822305903,-6.58269613427789,-14.318912267154,-3.64092188142038,-0.60582824076999,2.97736383247551,-5.19618239660657,-5.3173828125,-4.99103139013453,-4.92208483763051,-2.43545924907442,-3.15836829180888,-5.53785284480334,,,
Greenland,GRL,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.91001924568915,0.0696794503646057,0.235304279432417,-0.6979411841798,-1.1747148533204,-0.468268536449625,-0.119293799100887,-0.682040357277387,-1.23920222433127,-1.63977358647326,-1.78064389684453,-1.93318254187692,-0.955147735098791,-2.59476729534705,-1.04622417155257,-1.7186580395892,-1.95678575751271,-1.43303438154002,-1.58320439375067,-3.14366042090725,-3.29844942243126,-2.74514011699304,-2.33110912756148,,,
Guam,GUM,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,0.318487941235037,0.423875738647485,0.211947462636106,-1.98281450485679,-2.18652604725073,-1.64700608122024,-2.0810154351936,-1.73535072042196,-2.05344439715667,-1.84709588919813,-2.64227156001022,-3.61950015839286,-3.01615402147187,-2.74451880986764,-3.17012704420148,-2.34568917569027,-1.79914789660508,-1.51566229387968,-1.97817030498848,-3.8495999287074,-4.00961326686008,-4.02988828967398,-3.29750826817292,-4.11554366897413,-2.74177157115801,-1.46795994332137,-0.881281678676089,-0.232950022397947,0.90509699161454,-1.29702175901764,-2.93481612004729,-3.76469134145797,-3.42981949176516,-3.00856785143537,-1.90184976967837,-1.93048673064952,-3.56681921021205,-7.77849044626029,-6.50095989628788,-5.53167868353048,-5.07834382828253,-3.58845202737315,-3.47027727407314,
"Hong Kong SAR, China",HKG,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.96077588112917,-6.07105064706776,-1.72542813062617,0.657945008550943,3.17790156204373,5.94842573657161,0.0448611968348807,0.455145842838158,,,,,,
Honduras,HND,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,-0.367372376548716,2.11506860904486,2.78395360077332,1.81494661921708,1.92507425538109,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.96601681863185,-0.723520460659722,-0.764037934686423,0.872784712634763,-1.06125951246579,-0.213102391652367,-4.4582236763339,-2.86074189905308,-2.34696551659295,-3.10686231574228,-3.84748651349633,-0.328803453489218,
Heavily indebted poor countries (HIPC),HPC,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.12813423535284,-0.548950182476391,-0.96541014860623,0.0580353628831766,-4.5281129091255,-5.24392058580775,-4.09377031852984,-3.07851211860088,-3.41023736750468,-3.30669050647182,-2.36466055494076,-1.51713274935908,-1.0859122933021,-0.82747313951004,-3.04206703892285,-4.39938760955544,-4.62858888878601,-3.38322214825611,,,
Haiti,HTI,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.47646801782908,-7.89337120301504,-8.51303376896987,-7.79298507544165,-10.9905721152613,-7.04817793356402,-7.72335476197779,-9.28956156414024,-7.32018757301255,-4.89394091268927,-6.16258315656271,-9.82780913154971,-8.80402981604433,-7.81709716439504,-9.01169232428582,-10.2854073258066,-6.76269355219019,-5.55962939872103,-6.17277704465187,-3.71818106037348,-6.11360502478404,-2.825133211883,-4.96478547068261,-2.63642264030957,
IBRD only,IBD,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.42641262901368,-1.84263549863874,,,,,-3.10633345804966,-2.44017938750794,-2.93644943708438,,,,
IDA blend,IDB,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.78774361006589,-2.28517812031692,-2.17399318551159,-1.45439295822392,-1.87529147860419,-2.95836559732056,-4.13013679560987,-2.71353357836333,-4.0035740538281,-4.40518126494658,,,
Indonesia,IDN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.401202085735446,0.438455058421164,-0.550647328392373,0.404820104361784,1.98917005446528,3.01508792244055,2.31594841940272,0.157528641363993,-1.74587903252152,-2.47339439341597,,,-0.294510518909138,-2.31553343961226,-1.10484365856682,,,,,,-0.682449551087054,-1.07061071989681,-1.76022225518813,,,
IDA only,IDX,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.16209187652352,,,,,
Isle of Man,IMN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.32797467010855,-2.21064901009376,-2.26687934002218,-3.83708102489506,-2.36251193099512,-2.14310478401841,-1.98389775688133,-2.74218873837424,-3.24596456312124,-3.22450922148693,-3.74462769997191,-4.2731160428344,-4.5813106479592,-3.370927812976,-3.20003906959259,-3.17788465222679,-2.24290094931539,-0.470615169057777,-4.87021184766317,-5.41869943510534,-3.41365738993976,-3.04168737009338,-3.81993616044691,,,
Not classified,INX,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,-1.18456361137167,-1.07941770077872,-3.22343380486691,-6.61683324931328,-4.34794399564227,-4.12048162926576,-5.81860831041674,-6.43903564195616,-6.73891630726325,-7.69230273265886,-8.50985838481137,-7.49629704166718,-6.26808050744257,-7.70754280234863,-7.71424508661521,-6.97137666617972,-3.74648111309331,-1.60191225177148,-2.37063596370712,-2.38276772218327,-2.59850385786054,-2.66897403371102,-2.31801953380134,-2.74648457754045,-0.858427262557893,0.70621134115192,1.56333998545381,1.84056058088234,4.34094644215429,0.759098653874066,-0.656471933562958,-0.201097798203489,0.643279646467112,0.402664714753613,1.94131844319238,-0.255914994850944,-7.37453652804998,-14.6444919834857,-32.3663216376535,-12.5648224957475,-7.94279780453028,-5.81574548578434,-3.50936947700507,
"Iran, Islamic Rep.",IRN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.76746804773729,-2.17159147556913,-1.34982410698807,-0.51350599594242,-0.234735665702192,1.04068419006279,0.761018035157906,-0.428248868479522,-5.33958939682516,0.111798321514736,1.65580849915839,0.891498337593464,0.641232491099423,1.43763912245497,3.64925656224339,5.22921019541249,2.72625109791457,6.65531801740834,2.37620468155277,0.471358246834273,,,,,,
Iraq,IRQ,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,3.21230527072372,3.70832507539864,0.582920125926466,0.39907894414537,2.53739642905482,1.78865121131999,1.61243232809418,1.44823978678677,2.32893258012878,2.86122978918904,2.82018664506612,-0.372284893002103,2.80631021287643,0.0595007847640987,-2.46006446261657,-0.920124534131032,-2.07125595221845,-2.16685251663976,-2.55014206750572,-3.65816631373208,-2.58181453179614,-3.0028694433463,-2.82941934133348,-2.3914873907709,-1.12997188610503,0.410268924875324,-0.259515970570761,1.2832446995539,1.24747199295352,-1.37033174609189,-2.53593094740803,-3.35873689863902,-0.534369519910638,3.37231984429055,4.59267412735364,3.3766574316575,-13.4354622023627,-9.90464510779694,-8.75370055341581,-5.05104565326699,-3.26199465040823,-1.2624840855911,1.21351366584434,
Israel,ISR,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,-13.3400033350008,-15.4766817994222,-16.0872285280186,-12.7927950978009,-10.1133708876506,-11.8137595552467,-6.31711939355654,-6.96785794560575,-9.58678278321327,-14.7841959961983,-9.52531083034549,-16.5534895572963,-12.7645369079834,4.38126381558347,5.82403676622061,1.44117235724582,-0.493580860506165,-2.37647849938758,-4.22929017451012,-3.41255426983608,-3.58233690344862,-2.44511626613333,-2.60810011395565,-3.65305150480341,-3.65960163714516,-2.20268890126244,-2.49366192877718,-2.56376437768948,-3.89026626035612,-6.0486253342601,-7.2939394486407,-7.45957703245772,-5.63344162544938,-4.72864588868851,-2.30373819821285,-1.20480615995272,-3.24047972679675,-6.17321381930092,-4.4336631502241,-3.8431438144125,-5.17834134207886,-4.20982426207556,-3.44771035212577,
Italy,ITA,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,-2.75063934255175,-2.24709154642761,-6.34994248256279,-4.06622670962863,-3.16717630373286,-5.34488716860687,-6.83416495552226,-8.33962734575958,,,,,,-11.1590483257944,-12.4145960662353,-7.9690125108695,-7.81309037802182,,,,,,-8.66538761817828,-7.64222108115423,-4.09311780906744,-3.99790143241818,-2.43117725112832,-2.36059024148046,-4.37442677185483,-3.46784068457407,-4.23790853205946,-3.88866683963655,-4.63850569178846,-3.85980144298831,-2.69292536921648,-3.72606499593415,-6.28675477465457,-3.81660616042704,-3.31183068016079,-3.16915082843624,-2.90941999137069,-3.49179590319344,
Jamaica,JAM,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,1.06137521386614,-3.81619951847647,-5.58846446158022,,,,,,-12.7867069040395,-1.97467547095529,-5.09580856768085,,,,,,,,,,,,,,,-2.06213602095262,-3.31387786483935,-6.45002561148058,-2.38819541154685,-2.94600012783842,-0.869877463171664,-1.75146949266641,-3.98463704292528,-5.83392218158486,-9.37942076237613,-5.78225331363272,-5.9498468463089,-3.25518104312786,0.809293549765715,2.50043203967386,
Jordan,JOR,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.37342202697535,-2.16125760649087,4.59032003038795,1.23059888768278,0.578205958155418,0.931151111062656,-1.63063170774145,-3.1984227033342,-5.03474074526287,-1.29869376716145,-2.0307944345093,-3.13784963414493,-3.12623568937457,-0.322815221037933,-1.44084334344338,-5.12270441147401,-3.64034278798606,-4.68700195194755,-2.17399508760479,-8.92258985393616,-5.57136189721667,-6.75278551059315,-8.30394360245588,,,
Japan,JPN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,-0.217268476378975,0.97710010514446,-1.07579399200086,-3.64757144273166,-4.22559270313496,-4.85977016022723,-5.73904835860589,-5.6864523197266,-5.44987101254157,-5.05649332532361,-5.10750246089187,-5.34781291335527,-4.47253998460983,-3.72463546119652,-3.56956427158013,-2.18940525087695,-1.36687884824533,-1.8347333359904,-0.388524761279296,,,,,,,,,,,,,,,-3.87830594380268,-0.744285920104522,-2.41818707804978,-2.95144164324166,-7.33603501474194,-6.7419219772067,-8.20446300903752,-7.76741799463406,-7.19314808664958,,
Kazakhstan,KAZ,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8031956008534,-2.4856578356378,-2.81092131775928,0.0900456386503243,0.0646859451780695,0.348045573877745,-0.610995553250253,0.220952798303098,,,,,,,,,,,
Kenya,KEN,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.75698973795037,-1.61151352561206,-0.192439529064335,-3.41388554772541,-5.06630037815738,-0.775002252913526,-0.577557434445479,,,1.97545434500004,2.00194340245888,1.99347854403679,-2.19686406039326,-1.46535313878912,1.49480886743965,-2.02985638915362,-2.53995779885783,-3.46042371762158,-4.39214980975092,-4.72844624039339,-3.64837517996129,-3.8445537944736,,,
Kyrgyz Republic,KGZ,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7531077540554,-5.46084711935827,-5.97835473852641,-3.64028389709023,-2.99298246240293,-2.86575814228368,-0.757410673318598,,,,,-0.696265381137626,-1.51597636889111,-0.0375707676766925,-1.31891499426755,-4.84649359053189,-4.84214608179123,-6.51770743382722,,,
Cambodia,KHM,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.38488828469819,-4.41959640060386,-2.15739201319174,0.0403526168983813,-1.7133066448261,-0.804519032716336,-0.308054362147983,-4.53768470625657,-3.52731085561876,-4.56400240900899,-1.15889945826755,-2.69432002922773,-1.37683459754207,
Kiribati,KIR,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
