"Data Source","World Development Indicators",

"Last Updated Date","2016-07-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Iran, Islamic Rep.","IRN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.6757055521011","","","","","","","","","","96.2408091872931","","","","","","","","","","99.8802173766308","","99.9869473933359","","","",
"Iraq","IRQ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.7793321609497","","","","","","","","","","94.9311271309853","","","","","","","","","","98.3301904052496","","98.8975233398378","","","",
"Iceland","ISL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Israel","ISR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Italy","ITA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Jamaica","JAM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8100583553314","","","","","","","","","","76.1908352375031","","","","","","","","","","85.8151227235794","","87.6272194087505","","","",
"Jordan","JOR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.0693882703781","","","","","","","","","","96.5805418789387","","","","","","","","","","99.9591311701806","","99.9900000002526","","","",
"Japan","JPN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Kazakhstan","KAZ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3460167646408","","","","","","","","","","83.0519303679466","","","","","","","","","","89.0058755874634","","90.0819480419159","","","",
"Kenya","KEN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6790227890015","","","","","","","","","","20.1843559741974","","","","","","","","","","16.9348657131195","","16.1723673343658","","","",
"Kyrgyz Republic","KGZ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5535333156586","","","","","","","","","","61.8542402982712","","","","","","","","","","71.3841050863266","","73.1751143932343","","","",
"Cambodia","KHM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","5.7280600070953","","","","","","","","","","10.5818510055542","","11.4402174949646","","","",
"Kiribati","KIR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9898705482483","","","","","","","","","","45.668625831604","","","","","","","","","","52.8722941875458","","54.1722923517227","","","",
"St. Kitts and Nevis","KNA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Korea, Rep.","KOR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8491379022598","","","","","","","","","","99.9900000002526","","","","","","","","","","99.9900000002526","","99.9900000002526","","","",
"Kosovo","KSV","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Latin America & Caribbean (excluding high income)","LAC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.8561945171653","","","","","","","","","","79.1061913116898","","","","","","","","","","83.5256102072973","","84.2714009888584","","","",
"Lao PDR","LAO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79693603515619","","","","","","","","","","5.2281320095062","","","","","","","","","","2.9321253299713","","2.3903250694275","","","",
"Lebanon","LBN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3104611933231","","","","","","","","","","99.9875434528803","","","","","","","","","","99.9900000002526","","99.9900000002526","","","",
"Liberia","LBR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","1.9999980926514","","","",
"Libya","LBY","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2602672576904","","","","","","","","","","98.7678654491901","","","","","","","","","","99.9900000002526","","99.9900000002526","","","",
"St. Lucia","LCA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.531272649765","","","","","","","","","","82.9091668128967","","","","","","","","","","96.5190690010786","","98.8208912312984","","","",
"Latin America & Caribbean","LCN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2785927372294","","","","","","","","","","80.5053938674033","","","","","","","","","","84.9317394269464","","85.6837135285073","","","",
"Least developed countries: UN classification","LDC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.12721431551013","","","","","","","","","","9.6390743326841","","","","","","","","","","11.2398656535584","","11.4957377112989","","","",
"Low income","LIC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.54787469483016","","","","","","","","","","7.30718024436816","","","","","","","","","","7.11831399274707","","7.05480148809486","","","",
"Liechtenstein","LIE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0297372341156","","","","","","","","","","20.9909319877625","","","","","","","","","","25.1981139183044","","25.9282052516937","","","",
"Lower middle income","LMC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1761068083521","","","","","","","","","","34.8365798832929","","","","","","","","","","40.2371178243397","","41.1821541935319","","","",
"Low & middle income","LMY","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.1952062892633","","","","","","","","","","45.2022541572439","","","","","","","","","","49.6243674605992","","50.3696060465162","","","",
"Lesotho","LSO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5220973491669","","","","","","","","","","39.3033146858215","","","","","","","","","","38.3297085762024","","38.0223870277405","","","",
"Late-demographic dividend","LTE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0760340373414","","","","","","","","","","57.4157452132608","","","","","","","","","","64.767856933711","","66.1370759702878","","","",
"Lithuania","LTU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Luxembourg","LUX","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Latvia","LVA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.8498142957687","","","","","","","","","","87.9656456410885","","","","","","","","","","93.3055229485035","","94.2632745951414","","","",
"Macao SAR, China","MAC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.2988042831421","","","","","","","","","","91.1268979310989","","","","","","","","","","96.2004695087671","","97.1031786873937","","","",
"Monaco","MCO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Moldova","MDA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8800714015961","","","","","","","","","","83.9336588978767","","","","","","","","","","90.2432650327683","","91.3957677781582","","","",
"Madagascar","MDG","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","1.9999980926514","","","",
"Maldives","MDV","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2779440879822","","","","","","","","","","67.6986247301102","","","","","","","","","","88.3678108453751","","92.3857904970646","","","",
"Middle East & North Africa","MEA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.815160175803","","","","","","","","","","94.1303398318813","","","","","","","","","","97.4292125812606","","97.6170414213939","","","",
"Mexico","MEX","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7283195853233","","","","","","","","","","82.5207605957985","","","","","","","","","","84.5583751797676","","84.8533004522324","","","",
"Marshall Islands","MHL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.465137720108","","","","","","","","","","74.0944743156433","","","","","","","","","","68.966943025589","","67.8285151720047","","","",
"Middle income","MIC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.708816603536","","","","","","","","","","48.7112911669649","","","","","","","","","","54.2072986777343","","55.1899054403627","","","",
"Macedonia, FYR","MKD","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.620667219162","","","","","","","","","","61.6920411586761","","","","","","","","","","66.0390883684158","","66.798409819603","","","",
"Mali","MLI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.3368239402771","","","","","","","","","","1.9999980926514","","1.9999980926514","","","",
"Malta","MLT","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Myanmar","MMR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","4.8123717308044","","","","","","","","","","7.0036709308624","","7.3225796222687","","","",
"Middle East & North Africa (excluding high income)","MNA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7445559829572","","","","","","","","","","93.4751273359754","","","","","","","","","","97.0112981998704","","97.2179619283205","","","",
"Montenegro","MNE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8775625228882","","","","","","","","","","63.4223610162735","","","","","","","","","","62.1979922056198","","61.8451833724976","","","",
"Mongolia","MNG","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9891793727875","","","","","","","","","","27.4566531181335","","","","","","","","","","35.1776778697968","","36.6106808185577","","","",
"Northern Mariana Islands","MNP","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.3350358009338","","","","","","","","","","3.6460220813751","","3.797435760498","","","",
"Mauritania","MRT","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4846997261047","","","","","","","","","","31.8402409553528","","","","","","","","","","40.440958738327","","42.0485079288483","","","",
"Mauritius","MUS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5869649648666","","","","","","","","","","92.8287051618099","","","","","","","","","","98.3128970488906","","99.2586273234338","","","",
"Malawi","MWI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.0139575004578","","","","","","","","","","2.9438257217407","","3.0865073204041","","","",
"Malaysia","MYS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.6909968852997","","","","","","","","","","93.6086654663086","","","","","","","","","","99.9161311367061","","99.9900000002526","","","",
"North America","NAC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Namibia","NAM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9839653968811","","","","","","","","","","37.2740805149078","","","","","","","","","","43.8116192817688","","45.0077176094055","","","",
"New Caledonia","NCL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.1491765975952","","","","","","","","","","3.0900120735168","","3.1800270080566","","","",
"Nigeria","NGA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8519260883331","","","","","","","","","","26.403421163559","","","","","","","","","","25.200080871582","","24.8468220233917","","","",
"Nicaragua","NIC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6987113952637","","","","","","","","","","36.5738987922668","","","","","","","","","","44.6938991546631","","46.2053954601288","","","",
"Netherlands","NLD","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Norway","NOR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Nepal","NPL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2401261329651","","","","","","","","","","24.0719079971313","","","","","","","","","","21.1488664150238","","20.4516589641571","","","",
"Nauru","NRU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"OECD members","OED","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.3439754945952","","","","","","","","","","97.416927361924","","","","","","","","","","97.9916691901813","","98.0725465866026","","","",
"Oman","OMN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Other small states","OSS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.9578376038272","","","","","","","","","","53.6681187745225","","","","","","","","","","59.0705448639436","","59.6929480336295","","","",
"Pakistan","PAK","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8426907062531","","","","","","","","","","24.9965369701385","","","","","","","","","","38.3955538272858","","40.9627616405487","","","",
"Panama","PAN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.5031703710556","","","","","","","","","","80.8640316128731","","","","","","","","","","84.4700649380684","","85.0786760449409","","","",
"Peru","PER","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3094310760498","","","","","","","","","","53.1262218952179","","","","","","","","","","63.1881833076477","","65.0879800319672","","","",
"Philippines","PHL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3049330711365","","","","","","","","","","46.5750634670258","","","","","","","","","","46.0897982120514","","45.8797633647919","","","",
"Palau","PLW","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.3447631299496","","","","","","","","","","97.7234791964293","","","","","","","","","","98.3501078560948","","98.3598586171865","","","",
"Papua New Guinea","PNG","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6313533782959","","","","","","","","","","18.7720537185669","","","","","","","","","","29.6698749065399","","31.740003824234","","","",
"Poland","POL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Pre-demographic dividend","PRE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8742675310184","","","","","","","","","","16.3686916348155","","","","","","","","","","18.0314223176917","","18.316490535313","","","",
"Puerto Rico","PRI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","5.6374967098236","","","","","","","","","","7.6662838459015","","7.95329809188841","","","",
"Portugal","PRT","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Paraguay","PRY","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.3626608848572","","","","","","","","","","48.0934202671051","","","","","","","","","","56.0693502426147","","57.5519412755966","","","",
"Pacific island small states","PSS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.7495885266202","","","","","","","","","","40.5958130600942","","","","","","","","","","40.7758941652321","","40.7204732264151","","","",
"Post-demographic dividend","PST","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5474964542939","","","","","","","","","","98.678714179128","","","","","","","","","","99.2423884829493","","99.3204323472436","","","",
"French Polynesia","PYF","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6513745188713","","","","","","","","","","97.8574577718973","","","","","","","","","","99.9900000002526","","99.9900000002526","","","",
"Romania","ROU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.5528067350388","","","","","","","","","","72.6600050926208","","","","","","","","","","78.0265748500824","","79.002845287323","","","",
"Russian Federation","RUS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.3787182569504","","","","","","","","","","92.72196367383","","","","","","","","","","98.3073581010103","","99.2709796410054","","","",
"Rwanda","RWA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","1.9999980926514","","","",
"South Asia","SAS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7015548098644","","","","","","","","","","27.999945454707","","","","","","","","","","32.707241284338","","33.5533110053666","","","",
"Saudi Arabia","SAU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.1954080462456","","","","","","","","","","98.9314220845699","","","","","","","","","","99.9900000002526","","99.9900000002526","","","",
"Sudan","SDN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","7.548201084137","","","","","","","","","","24.6047794818878","","27.9042661190033","","","",
"Senegal","SEN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.2512567043304","","","","","","","","","","38.0858182907104","","","","","","","","","","39.1655445098877","","39.2688930034637","","","",
"Singapore","SGP","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Solomon Islands","SLB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4501733779907","","","","","","","","","","11.7516994476318","","","","","","","","","","9.30190086364751","","8.7010025978088","","","",
"Sierra Leone","SLE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9057772159576","","","","","","","","","","5.6613624095917","","","","","","","","","","2.0046651363373","","1.9999980926514","","","",
"El Salvador","SLV","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.0466542243958","","","","","","","","","","61.6146504878998","","","","","","","","","","76.4288857579231","","79.2796805500984","","","",
"San Marino","SMR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Somalia","SOM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","","","","","","","","","3.8853943347931","","4.58331704139709","","","",
"Serbia","SRB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.1546094417572","","","","","","","","","","60.6516391038895","","","","","","","","","","67.3970907926559","","68.6347454786301","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3864104433873","","","","","","","","","","16.9317715088554","","","","","","","","","","17.9658666267522","","18.1132440461443","","","",
"South Sudan","SSD","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","1.9999980926514","","","","","","","","","","2.002614736557","","2.08283662796021","","","",
"Sub-Saharan Africa","SSF","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3953208733527","","","","","","","","","","16.9407573673539","","","","","","","","","","17.974175253638","","18.1210579727155","","","",
"Small states","SST","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.3381838595869","","","","","","","","","","59.66157516304","","","","","","","","","","64.3133237505176","","64.836764466703","","","",
"Sao Tome and Principe","STP","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.111172914505","","","","","","","","","","20.1448380947113","","","","","","","","","","27.4186253547668","","28.7652254104614","","","",
"Suriname","SUR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2076256275177","","","","","","","","","","81.2042906880379","","","","","","","","","","87.4401792883873","","88.5744825005531","","","",
"Slovak Republic","SVK","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.633925974369","","","","","","","","","","93.5420282185078","","","","","","","","","","99.5476860087365","","99.9522686208365","","","",
"Slovenia","SVN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.8249680995941","","","","","","","","","","88.6189259588718","","","","","","","","","","94.6880761533976","","95.7934744656086","","","",
"Sweden","SWE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
