"Data Source","World Development Indicators",

"Last Updated Date","2016-07-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Belize","BLZ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1664478778839","","","","","","","","","","81.5957978367805","","","","","","","","","","85.2703183889389","","85.8926266431808","","","",
"Bermuda","BMU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.936433672905","","","","","","","","","","65.0702506303787","","","","","","","","","","74.4492411613464","","76.212440431118","","","",
"Brazil","BRA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7072647809982","","","","","","","","","","87.3395338654518","","","","","","","","","","93.2157143950462","","94.2783553153276","","","",
"Barbados","BRB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1441982984543","","","","","","","","","","99.3787868414074","","","","","","","","","","99.8480885638855","","99.8273611301556","","","",
"Brunei Darussalam","BRN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Bhutan","BTN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3385384082794","","","","","","","","","","43.8580632209778","","","","","","","","","","59.6182376146317","","62.6563459634781","","","",
"Botswana","BWA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7195129394531","","","","","","","","","","51.0687649250031","","","","","","","","","","60.6653690338135","","62.4722480773926","","","",
"Central African Republic","CAF","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.49258279800419","","","","","","","","","","3.1960010528564","","3.2182395458221","","","",
"Canada","CAN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Central Europe and the Baltics","CEB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.1048974068492","","","","","","","","","","88.9528576358977","","","","","","","","","","92.812879951415","","93.3519374314117","","","",
"Switzerland","CHE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Channel Islands","CHI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6569808125496","","","","","","","","","","86.7188036441803","","","","","","","","","","92.0168586075306","","92.9616533219814","","","",
"China","CHN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.1781070232391","","","","","","","","","","46.7682540416718","","","","","","","","","","53.6104679107666","","54.8680633306503","","","",
"Cote d'Ivoire","CIV","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4026417732239","","","","","","","","","","18.1021273136139","","","","","","","","","","19.0472900867462","","19.123500585556","","","",
"Cameroon","CMR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7276947498322","","","","","","","","","","20.100200176239","","","","","","","","","","21.7190086841583","","21.9301104545593","","","",
"Congo, Rep.","COG","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5727152824402","","","","","","","","","","14.700984954834","","","","","","","","","","23.233437538147","","24.8274564743042","","","",
"Colombia","COL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1716612577438","","","","","","","","","","81.0484379529953","","","","","","","","","","85.1702585816383","","85.8820721507072","","","",
"Comoros","COM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6058161258698","","","","","","","","","","21.1209416389465","","","","","","","","","","24.8837769031525","","25.5237221717834","","","",
"Cabo Verde","CPV","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8700299263","","","","","","","","","","58.8685095310211","","","","","","","","","","67.1146869659424","","68.65354180336","","","",
"Costa Rica","CRI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3907566666603","","","","","","","","","","87.1214434504509","","","","","","","","","","93.0973000824451","","94.1798754036427","","","",
"Caribbean small states","CSS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.0573457652189","","","","","","","","","","84.8378081334862","","","","","","","","","","91.7325635801672","","92.7873356019132","","","",
"Cuba","CUB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.5603882074356","","","","","","","","","","89.4370570778847","","","","","","","","","","92.5641663372517","","93.0767178535461","","","",
"Curacao","CUW","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Czech Republic","CZE","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7267264723778","","","","","","","","","","94.7501353919506","","","","","","","","","","99.9632438732078","","99.9900000002526","","","",
"Germany","DEU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Djibouti","DJI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7964344024658","","","","","","","","","","83.9294925332069","","","","","","","","","","84.3108639121056","","84.272138774395","","","",
"Dominica","DMA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8331123590469","","","","","","","","","","77.9189735651016","","","","","","","","","","91.2486419081688","","93.8065659254789","","","",
"Denmark","DNK","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Dominican Republic","DOM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.8425580263138","","","","","","","","","","80.8047905564308","","","","","","","","","","89.0121944248676","","90.5410788953304","","","",
"Algeria","DZA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.8049973845482","","","","","","","","","","95.6107947975397","","","","","","","","","","99.9632442282746","","99.9900000002526","","","",
"East Asia & Pacific (excluding high income)","EAP","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5675425025969","","","","","","","","","","44.0538835769194","","","","","","","","","","52.1898902262871","","53.6918722481703","","","",
"Early-demographic dividend","EAR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6739315728892","","","","","","","","","","43.1457736030374","","","","","","","","","","47.9954595206022","","48.8439308915461","","","",
"East Asia & Pacific","EAS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3626095132221","","","","","","","","","","49.638537828926","","","","","","","","","","56.7951281324122","","58.116491253821","","","",
"Europe & Central Asia (excluding high income)","ECA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.6804077094448","","","","","","","","","","85.5102478420072","","","","","","","","","","91.4871850737947","","92.5773572106141","","","",
"Europe & Central Asia","ECS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.4364404209281","","","","","","","","","","92.9149519151474","","","","","","","","","","95.9461680207162","","96.4495897105426","","","",
"Ecuador","ECU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0784039497375","","","","","","","","","","87.3169615864754","","","","","","","","","","94.7978422045708","","96.1773566901684","","","",
"Egypt, Arab Rep.","EGY","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3288271725178","","","","","","","","","","97.0850443467498","","","","","","","","","","99.9900000002526","","99.9900000002526","","","",
"Euro area","EMU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2337927851393","","","","","","","","","","99.6551716524459","","","","","","","","","","99.8687813654058","","99.8928814613353","","","",
"Eritrea","ERI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6846344470978","","","","","","","","","","27.6249468326569","","","","","","","","","","34.8093330860138","","36.132687330246","","","",
"Spain","ESP","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Estonia","EST","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.3635643720627","","","","","","","","","","82.2755664587021","","","","","","","","","","87.4232724308968","","88.3365489542484","","","",
"Ethiopia","ETH","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4899821281433","","","","","","","","","","6.0359239578247","","","","","","","","","","2.7843713760376","","2.1912336349487","","","",
"European Union","EUU","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8538603311878","","","","","","","","","","97.545283822627","","","","","","","","","","98.5104070942058","","98.6320125786336","","","",
"Fragile and conflict affected situations","FCS","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0560983641302","","","","","","","","","","23.6643682742444","","","","","","","","","","26.8969223928055","","27.244313382245","","","",
"Finland","FIN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Fiji","FJI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1691091060638","","","","","","","","","","54.4197469949722","","","","","","","","","","58.9015632867813","","59.6845000982285","","","",
"France","FRA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Faroe Islands","FRO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.2554662227631","","","","","","","","","","52.7470767498016","","","","","","","","","","57.4752151966095","","58.3090662956238","","","",
"Gabon","GAB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4295873641968","","","","","","","","","","63.186639547348","","","","","","","","","","76.1927485466003","","78.6813363432884","","","",
"United Kingdom","GBR","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Georgia","GEO","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.059157371521","","","","","","","","","","51.1428892612457","","","","","","","","","","53.477555513382","","53.8345515727997","","","",
"Ghana","GHA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","8.4789097309113","","","","","","","","","","15.4912948608398","","16.7811751365662","","","",
"Gibraltar","GIB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.0795285701752","","","","","","","","","","2.27952003478999","","2.2182703018188","","","",
"Gambia, The","GMB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","3.88391017913819","","","","","","","","","","4.9220860004425","","5.0157904624939","","","",
"Guinea-Bissau","GNB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9999980926514","","","","","","","","","","2.2840797901154","","","","","","","","","","1.9999980926514","","1.9999980926514","","","",
"Equatorial Guinea","GNQ","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4264922142029","","","","","","","","","","43.1733191013336","","","","","","","","","","53.1787216663361","","55.0639092922211","","","",
"Greece","GRC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
"Grenada","GRD","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.2324758768082","","","","","","","","","","88.6945568025112","","","","","","","","","","99.6046356391162","","99.978872963402","","","",
"Greenland","GRL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6986384391785","","","","","","","","","","39.8710370063782","","","","","","","","","","37.2891902923584","","36.6595566272736","","","",
"Guam","GUM","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.3858337402344","","","","","","","","","","85.6637746095657","","","","","","","","","","92.1902790665627","","93.3824442327023","","","",
"High income","HIC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7519657348379","","","","","","","","","","99.3468407775348","","","","","","","","","","99.6830812826592","","99.7229642407172","","","",
"Hong Kong SAR, China","HKG","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5066437721252","","","","","","","","","","43.2768106460571","","","","","","","","","","48.2957661151886","","49.1856217384338","","","",
"Heavily indebted poor countries (HIPC)","HPC","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.93217127131239","","","","","","","","","","9.02681642144711","","","","","","","","","","10.7611073613701","","11.0298616178445","","","",
"Croatia","HRV","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.9396423101425","","","","","","","","","","84.6732765436172","","","","","","","","","","90.5999585986137","","91.6524484753609","","","",
"Haiti","HTI","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5182247161865","","","","","","","","","","7.6441884040833","","","","","","","","","","8.3688616752625","","8.4017515182495","","","",
"Hungary","HUN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5402443408966","","","","","","","","","","80.8707356452942","","","","","","","","","","87.3269692063332","","88.501912355423","","","",
"IBRD only","IBD","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4790591824559","","","","","","","","","","54.7675860762063","","","","","","","","","","60.4071673196858","","61.4299053294248","","","",
"IDA & IBRD total","IBT","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.38713599407","","","","","","","","","","46.2557421664333","","","","","","","","","","50.5925940711982","","51.3227162450527","","","",
"IDA total","IDA","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2164741871699","","","","","","","","","","18.0243178656643","","","","","","","","","","21.6201864480204","","22.2294761245134","","","",
"IDA blend","IDB","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9399904348883","","","","","","","","","","29.5615508063871","","","","","","","","","","37.8301479052338","","39.3107711867898","","","",
"Indonesia","IDN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0359196662903","","","","","","","","","","42.1416342258453","","","","","","","","","","56.4925253391266","","59.2501044273376","","","",
"IDA only","IDX","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.68884827725365","","","","","","","","","","11.2243659144753","","","","","","","","","","12.4711847720081","","12.6439857943394","","","",
"Isle of Man","IMN","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8663990497589","","","","","","","","","","30.9356153011322","","","","","","","","","","35.2500021457672","","36.0002815723419","","","",
"Not classified","INX","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Access to non-solid fuel (% of population)","EG.NSF.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","","","","","","","","","","100","","100","","","",
