¥éËCountry,Country Code,"2011 [YR2011] - Annualized growth in per capita real survey mean consumption or income, bottom 40% (%) [SI.SPR.PC40.ZG]","2011 [YR2011] - Annualized growth in per capita real survey mean consumption or income, total population (%) [SI.SPR.PCAP.ZG]",2011 [YR2011] - GINI index (World Bank estimate) [SI.POV.GINI],2011 [YR2011] - Income share held by fourth 20% [SI.DST.04TH.20],2011 [YR2011] - Income share held by highest 10% [SI.DST.10TH.10],2011 [YR2011] - Income share held by highest 20% [SI.DST.05TH.20],2011 [YR2011] - Income share held by lowest 10% [SI.DST.FRST.10],2011 [YR2011] - Income share held by lowest 20% [SI.DST.FRST.20],2011 [YR2011] - Income share held by second 20% [SI.DST.02ND.20],2011 [YR2011] - Income share held by third 20% [SI.DST.03RD.20],2011 [YR2011] - Number of poor at $1.90 a day (2011 PPP) (millions) [SI.POV.NOP1],2011 [YR2011] - Number of poor at $3.10 a day (2011 PPP) (millions) [SI.POV.NOP2],"2011 [YR2011] - Population, total [SP.POP.TOTL]",2011 [YR2011] - Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],2011 [YR2011] - Poverty gap at $3.10 a day (2011 PPP) (%) [SI.POV.GAP2],2011 [YR2011] - Poverty gap at national poverty lines (%) [SI.POV.NAGP],"2011 [YR2011] - Poverty gap at national poverty lines (%), including noncomparable values [SI.POV.NAGP.NC]",2011 [YR2011] - Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) [SI.POV.DDAY],2011 [YR2011] - Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population) [SI.POV.2DAY],2011 [YR2011] - Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"2011 [YR2011] - Poverty headcount ratio at national poverty lines (% of population), including noncomparable values [SI.POV.NAHC.NC]",2011 [YR2011] - Rural poverty gap at national poverty lines (%) [SI.POV.RUGP],"2011 [YR2011] - Rural poverty gap at national poverty lines (%), including noncomparable values [SI.POV.RUGP.NC]",2011 [YR2011] - Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"2011 [YR2011] - Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values [SI.POV.RUHC.NC]","2011 [YR2011] - Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day) [SI.SPR.PC40.05]","2011 [YR2011] - Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day) [SI.SPR.PC40]","2011 [YR2011] - Survey mean consumption or income per capita, total population (2005 PPP $ per day) [SI.SPR.PCAP.05]","2011 [YR2011] - Survey mean consumption or income per capita, total population (2011 PPP $ per day) [SI.SPR.PCAP]",2011 [YR2011] - Urban poverty gap at national poverty lines (%) [SI.POV.URGP],"2011 [YR2011] - Urban poverty gap at national poverty lines (%), including noncomparable values [SI.POV.URGP.NC]",2011 [YR2011] - Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC],"2011 [YR2011] - Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values [SI.POV.URHC.NC]","2012 [YR2012] - Annualized growth in per capita real survey mean consumption or income, bottom 40% (%) [SI.SPR.PC40.ZG]","2012 [YR2012] - Annualized growth in per capita real survey mean consumption or income, total population (%) [SI.SPR.PCAP.ZG]",2012 [YR2012] - GINI index (World Bank estimate) [SI.POV.GINI],2012 [YR2012] - Income share held by fourth 20% [SI.DST.04TH.20],2012 [YR2012] - Income share held by highest 10% [SI.DST.10TH.10],2012 [YR2012] - Income share held by highest 20% [SI.DST.05TH.20],2012 [YR2012] - Income share held by lowest 10% [SI.DST.FRST.10],2012 [YR2012] - Income share held by lowest 20% [SI.DST.FRST.20],2012 [YR2012] - Income share held by second 20% [SI.DST.02ND.20],2012 [YR2012] - Income share held by third 20% [SI.DST.03RD.20],2012 [YR2012] - Number of poor at $1.90 a day (2011 PPP) (millions) [SI.POV.NOP1],2012 [YR2012] - Number of poor at $3.10 a day (2011 PPP) (millions) [SI.POV.NOP2],"2012 [YR2012] - Population, total [SP.POP.TOTL]",2012 [YR2012] - Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],2012 [YR2012] - Poverty gap at $3.10 a day (2011 PPP) (%) [SI.POV.GAP2],2012 [YR2012] - Poverty gap at national poverty lines (%) [SI.POV.NAGP],"2012 [YR2012] - Poverty gap at national poverty lines (%), including noncomparable values [SI.POV.NAGP.NC]",2012 [YR2012] - Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) [SI.POV.DDAY],2012 [YR2012] - Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population) [SI.POV.2DAY],2012 [YR2012] - Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"2012 [YR2012] - Poverty headcount ratio at national poverty lines (% of population), including noncomparable values [SI.POV.NAHC.NC]",2012 [YR2012] - Rural poverty gap at national poverty lines (%) [SI.POV.RUGP],"2012 [YR2012] - Rural poverty gap at national poverty lines (%), including noncomparable values [SI.POV.RUGP.NC]",2012 [YR2012] - Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"2012 [YR2012] - Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values [SI.POV.RUHC.NC]","2012 [YR2012] - Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day) [SI.SPR.PC40.05]","2012 [YR2012] - Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day) [SI.SPR.PC40]","2012 [YR2012] - Survey mean consumption or income per capita, total population (2005 PPP $ per day) [SI.SPR.PCAP.05]","2012 [YR2012] - Survey mean consumption or income per capita, total population (2011 PPP $ per day) [SI.SPR.PCAP]",2012 [YR2012] - Urban poverty gap at national poverty lines (%) [SI.POV.URGP],"2012 [YR2012] - Urban poverty gap at national poverty lines (%), including noncomparable values [SI.POV.URGP.NC]",2012 [YR2012] - Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC],"2012 [YR2012] - Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values [SI.POV.URHC.NC]"
Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,3683221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3777067,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,1252404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.761110277,0.863600275,35.84,21.23,29.04,43.88,2.98,7.42,11.75,15.72,0.006656175,0.037174107,1255882,0.11,0.65,..,..,0.53,2.96,..,..,..,..,..,..,..,5.538383198,..,11.55596307,..,..,..,..
Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,120365271,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.148783774,-0.219682218,48.07,19.45,38.86,54.1,1.85,4.86,8.84,12.75,3.271501808,12.59772338,122070963,0.67,2.74,0.444,0.444,2.68,10.32,51.6,51.6,..,..,62.8,62.8,..,3.543955291,..,11.16771011,..,..,48.3,48.3
"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,103476,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,103516,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (developing only),MNA,..,..,..,..,..,..,..,..,..,..,..,..,337638042,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,344052017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,..,..,..,..,..,..,..,..,..,..,719.129876,1807.433317,5057172124,3.6,12.05,..,..,14.22,35.74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,641.1514691,1698.821131,5116931118,3.15,10.91,..,..,12.53,33.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,..,..,30.63,22.38,24.51,39.29,3.5,8.49,12.92,16.93,0.009967961,0.126023504,3559986,0.04,0.63,3.2,3.2,0.28,3.54,17.5,17.5,4.8,4.8,25,25,..,..,..,..,1.1,1.1,7.4,7.4,..,..,29.16,22.33,23.61,38.36,3.76,8.98,13.22,17.12,0.012102365,0.102514147,3559519,0.04,0.5,2.9,2.9,0.34,2.88,16.6,16.6,4.1,4.1,22.8,22.8,..,..,..,..,1.3,1.3,8.2,8.2
Mongolia,MNG,..,..,33.88,22.17,26.62,41.96,3.24,7.78,11.96,16.12,0.015726722,0.171338495,2759074,0.06,1.12,9.2,9.2,0.57,6.21,33.7,33.7,11.8,11.8,43.2,43.2,..,..,..,..,7.7,7.7,28.7,28.7,..,..,33.75,22.42,26.19,41.66,3.15,7.65,11.95,16.32,0.010671688,0.110929391,2808339,0.06,0.67,7.1,7.1,0.38,3.95,27.4,27.4,8.8,8.8,35.4,35.4,..,..,..,..,6.2,6.2,23.3,23.3
Montenegro,MNE,..,..,30.63,22.42,24.54,39.11,3.36,8.25,13.15,17.07,0.001302166,0.006448822,620079,0.08,0.24,2,2,0.21,1.04,9.3,9.3,3.8,3.8,18.4,18.4,..,..,..,..,1,1,4.4,4.4,..,..,32.16,23.01,24.42,39.99,2.99,7.76,12.38,16.85,0.007819573,0.013280861,620601,0.52,0.96,2.8,2.8,1.26,2.14,11.3,11.3,3.1,3.1,18.1,18.1,..,..,..,..,2.7,2.7,8.1,8.1
Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,32531964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32984190,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,25016921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25732928,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,2240161,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2291645,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,27179237,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27500515,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,..,..,28.17,22.57,22.66,37.12,3.35,8.79,13.87,17.65,..,..,16693074,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.01,-0.99,27.99,22.5,22.57,37.07,3.41,8.87,13.93,17.62,..,..,16754962,..,..,..,..,..,..,..,..,..,..,..,..,..,28.04926,..,49.214229,..,..,..,..
Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,5807787,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5877034,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,..,..,31.45,21.38,26.43,40.8,3.8,8.93,12.67,16.21,8.530860549,13.85375149,16946485,13.91,35.15,19.6,19.6,50.34,81.75,48.9,48.9,15.3,15.3,55.2,55.2,..,..,..,..,11.3,11.3,18.6,18.6,..,..,..,..,..,..,..,..,..,..,..,..,17635782,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,163770669,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168240403,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,..,..,25.54,23.07,20.53,34.86,3.68,9.35,14.44,18.27,..,..,4953088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.17,2.39,25.9,22.9,20.9,35.26,3.63,9.3,14.43,18.12,..,..,5018573,..,..,..,..,..,..,..,..,..,..,..,..,..,38.99761,..,65.768302,..,..,..,..
Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,173669648,..,..,..,..,..,..,36.3,36.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177392252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,..,..,51.83,20.24,40.01,56.17,1.05,3.28,7.74,12.57,0.146542764,0.349419807,3681979,1.29,3.42,..,..,3.98,9.49,..,27.6,..,..,..,50.4,..,..,..,..,..,..,..,15.3,4.135607366,3.63480008,51.9,20.16,39.92,56.28,0.99,3.19,7.76,12.6,0.16509986,0.371006715,3743761,1.44,3.64,..,..,4.41,9.91,..,26.5,..,..,..,49.9,..,5.389904465,..,19.81864189,..,..,..,14.7
Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,7001172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7154870,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,..,..,52.6,19.68,41.38,56.85,1.08,3.35,7.61,12.51,0.344268836,0.764062828,6293763,1.93,4.71,40,40,5.47,12.14,32.4,32.4,44.4,44.4,44.8,44.8,..,..,..,..,34.4,34.4,23.9,23.9,7.206485175,5.204236828,48.17,20.64,37.42,52.87,1.38,4.02,8.66,13.82,0.23666691,0.616227049,6379162,1.15,3.25,37.3,37.3,3.71,9.66,26.9,26.9,44.4,44.4,42.1,42.1,..,4.796035497,..,15.14860691,34.4,34.4,16.4,16.4
Peru,PER,..,..,45.48,21.82,34.19,50.25,1.51,4.31,9.14,14.48,1.294555259,3.478931258,29759891,1.14,3.78,7.8,7.8,4.35,11.69,27.8,27.8,18.7,18.7,56.1,56.1,..,..,..,..,4,4,18,18,8.56763202,3.987067099,45.11,21.87,33.74,49.94,1.47,4.28,9.3,14.59,1.245557118,3.254131067,30158768,1.13,3.56,7.1,7.1,4.13,10.79,25.8,25.8,17.3,17.3,53,53,..,4.620008839,..,13.60517811,3.7,3.7,16.6,16.6
Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,94501233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.148157673,0.405350123,43.04,21.18,33.4,49.64,2.45,5.92,9.45,13.8,12.58787091,36.1121148,96017322,2.74,11.68,5.14329,5.14329,13.11,37.61,25.23319,25.23319,..,..,..,..,..,2.199231215,..,5.721057985,..,..,13.03002,13.03002
Poland,POL,..,..,32.78,22.35,25.85,40.86,3.25,7.89,12.31,16.59,0.007612651,0.133221393,38063255,0,0.05,..,..,0.02,0.35,17.1,17.1,..,..,..,..,..,..,..,..,..,..,..,..,1.99382988,1.442519068,32.39,22.32,25.63,40.66,3.31,8.03,12.41,16.59,0.007612633,0.098964226,38063164,0,0.04,..,..,0.02,0.26,17.3,17.3,..,..,..,..,..,8.351042405,..,16.3397279,..,..,..,..
Portugal,PRT,..,..,36.34,21.64,28.68,43.82,2.47,6.84,11.87,15.82,..,..,10557560,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.99,-2.14,36.04,22.09,27.77,43.17,2.21,6.45,12.12,16.16,..,..,10514844,..,..,..,..,..,..,..,..,..,..,..,..,..,11.653326,..,25.109882,..,..,..,..
Romania,ROM,..,..,27.21,23.16,21.44,36.17,3.66,8.94,13.77,17.97,0,0.898579749,20147528,0,0.72,..,..,0,4.46,22.6,22.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.33,23.16,21.46,36.28,3.66,8.91,13.79,17.85,0,0.818367828,20058035,0,0.68,..,..,0,4.08,22.4,22.4,..,..,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,..,..,41.04,21.46,31.57,47.78,2.29,5.93,10.22,14.6,0.114368694,0.800580861,142960868,0.01,0.11,1.2,1.2,0.08,0.56,12.7,12.7,..,..,..,..,..,..,..,..,..,..,..,..,5.861833863,5.269909195,41.59,21.24,32.22,48.33,2.28,5.9,10.08,14.46,0.05728067,0.687368045,143201676,0.01,0.09,0.9,0.9,0.04,0.48,10.7,10.7,..,..,..,..,..,10.09976528,..,25.10557717,..,..,..,..
Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,10556429,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10817350,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,187434,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188901,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,174646,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178484,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Senegal,SEN,-0.230225224,0.313462685,40.28,21.7,31.05,46.93,2.3,6.06,10.35,14.96,5.072989739,8.850350188,13357003,12.79,28.4,..,..,37.98,66.26,..,..,..,..,..,..,..,1.294508144,..,3.155629567,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13780108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,7234099,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7199077,..,..,..,..,..,..,24.5,24.5,..,..,..,..,..,..,..,..,..,..,..,..
Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,87441,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88303,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,..,..,33.99,21.94,26.88,42.39,3.26,7.91,11.94,15.83,3.092131556,4.724762837,5908908,16.7,36.71,16.1,16.1,52.33,79.96,52.9,52.9,21.1,21.1,66.1,66.1,..,..,..,..,7.7,7.7,31.2,31.2,..,..,..,..,..,..,..,..,..,..,..,..,6043157,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,..,..,26.58,23,20.97,35.44,3.19,8.62,14.48,18.44,0.019434182,0,5398384,0.21,0,..,..,0.36,0,13.2,13.2,..,..,..,..,..,..,..,..,..,..,..,..,5.484940444,6.673189197,26.12,23.2,20.5,34.86,3.13,8.62,14.64,18.69,0.01297819,0.022711832,5407579,0.12,0.19,..,..,0.24,0.42,12.8,12.8,..,..,..,..,..,16.27280949,..,27.99760955,..,..,..,..
Slovenia,SVN,..,..,24.87,22.55,20.76,34.78,3.92,9.74,14.7,18.22,0,0.000205284,2052843,0,0,..,..,0,0.01,13.5,13.5,..,..,..,..,..,..,..,..,..,..,..,..,-0.835708977,-0.279796041,25.59,22.59,21.07,35.23,3.72,9.43,14.58,18.16,0.000617148,0.00102858,2057159,0,0.01,..,..,0.03,0.05,14.5,14.5,..,..,..,..,..,19.79273239,..,32.974799,..,..,..,..
Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,537648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,549162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,4.09,4.38,63.38,15.9,51.26,68.94,0.94,2.47,4.71,7.97,8.537256122,17.87874652,51553479,4.9,13.09,..,..,16.56,34.68,..,..,..,..,..,..,..,2.12,..,11.78,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52341695,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,..,..,..,..,..,..,..,..,..,..,361.66,957.32,1652487921,4.61,19,..,..,22.21,58.79,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,309.23,898.84,1675019307,3.73,16.83,..,..,18.75,54.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,10510122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10980623,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,..,..,36.1,23.58,26.02,41.91,1.72,5.75,11.8,16.96,..,..,46742697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.32,0,35.89,23.45,25.9,41.83,1.7,5.76,11.94,17.03,..,..,46773055,..,..,..,..,..,..,..,..,..,..,..,..,..,16.040552,..,36.251626,..,..,..,..
Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,20869000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.214519524,1.662761185,38.58,20.57,31.8,46.49,3.04,7.27,11,14.66,0.3451656,2.8573176,20424000,0.26,2.84,1.2,1.2,1.69,13.99,6.7,6.7,1.4,1.4,7.6,7.6,..,3.374176101,..,7.506573588,0.3,0.3,2.1,2.1
St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,179278,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,180890,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (developing only),SSA,..,..,..,..,..,..,..,..,..,..,393.55,605.98,897163692,17.34,32.96,..,..,44.35,68.29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,388.76,610.44,921978391,16.47,31.83,..,..,42.65,66.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,36918193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37712420,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,523439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,528535,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,1212458,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1231694,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,..,..,27.24,22.93,21.47,36.16,3.13,8.72,14.37,17.82,..,..,9449213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.04,2.25,27.32,22.96,21.5,36.23,3.17,8.7,14.3,17.81,..,..,9519374,..,..,..,..,..,..,..,..,..,..,..,..,..,29.01157,..,50.46158,..,..,..,..
Switzerland,CHE,..,..,31.83,22.74,24.68,39.8,3.08,7.83,12.64,16.99,..,..,7912398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.43,0.93,31.64,22.54,25.02,39.81,3.29,8.09,12.69,16.86,..,..,7996861,..,..,..,..,..,..,..,..,..,..,..,..,..,34.378732,..,66.190028,..,..,..,..
Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,21070917,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21427155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,7753925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7930929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,3.535893582,1.592135809,37.78,20.72,30.95,45.83,3.09,7.37,11.14,14.95,21.95931707,35.86060148,47122998,14.35,33.57,6.7,6.7,46.6,76.1,28.2,28.2,7.8,7.8,33.3,33.3,..,1.195533783,..,2.584414364,3.9,3.9,15.5,15.5,..,..,..,..,..,..,..,..,..,..,..,..,48645709,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Thailand,THA,..,..,37.46,21.44,29.9,45.15,3.02,7.22,11.05,15.14,0.026761183,0.782764609,66902958,0.01,0.16,..,..,0.04,1.17,13.2,13.2,..,..,16.7,16.7,..,..,..,..,..,..,9,9,4.777740623,3.949491578,39.26,21.75,30.43,46.32,2.76,6.65,10.44,14.84,0.040298478,0.826118799,67164130,0.01,0.19,..,..,0.06,1.23,12.6,12.6,..,..,16,16,..,6.210629052,..,14.53716367,..,..,8.8,8.8
Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..,1120392,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1148958,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,-2.168739625,0.946990554,46.02,21.47,34.53,51.61,1.91,4.83,8.68,13.41,3.557555782,4.894429827,6566179,23.21,39.54,24.4,24.4,54.18,74.54,58.7,58.7,33.1,33.1,73.4,73.4,..,0.886529809,..,2.625801454,10.1,10.1,34.6,34.6,..,..,..,..,..,..,..,..,..,..,..,..,6745581,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,1334790,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1341579,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,10673800,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10777500,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turkey,TUR,..,..,40.04,21.94,30.5,46.49,2.16,5.79,10.59,15.19,0.204958242,2.920654943,73199372,0.01,0.74,..,..,0.28,3.99,2.8,2.8,..,..,6.8,6.8,..,..,..,..,..,..,0.9,0.9,4.328762193,4.810517186,40.17,22,30.5,46.59,2.19,5.8,10.54,15.08,0.192658063,2.297076905,74099255,0.01,0.6,..,..,0.26,3.1,2.3,2.3,..,..,5.9,5.9,..,6.670806177,..,16.34173048,..,..,0.6,0.6
Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,5106672,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5172941,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
