¥éËCountry,Country Code,"2011 [YR2011] - Annualized growth in per capita real survey mean consumption or income, bottom 40% (%) [SI.SPR.PC40.ZG]","2011 [YR2011] - Annualized growth in per capita real survey mean consumption or income, total population (%) [SI.SPR.PCAP.ZG]",2011 [YR2011] - GINI index (World Bank estimate) [SI.POV.GINI],2011 [YR2011] - Income share held by fourth 20% [SI.DST.04TH.20],2011 [YR2011] - Income share held by highest 10% [SI.DST.10TH.10],2011 [YR2011] - Income share held by highest 20% [SI.DST.05TH.20],2011 [YR2011] - Income share held by lowest 10% [SI.DST.FRST.10],2011 [YR2011] - Income share held by lowest 20% [SI.DST.FRST.20],2011 [YR2011] - Income share held by second 20% [SI.DST.02ND.20],2011 [YR2011] - Income share held by third 20% [SI.DST.03RD.20],2011 [YR2011] - Number of poor at $1.90 a day (2011 PPP) (millions) [SI.POV.NOP1],2011 [YR2011] - Number of poor at $3.10 a day (2011 PPP) (millions) [SI.POV.NOP2],"2011 [YR2011] - Population, total [SP.POP.TOTL]",2011 [YR2011] - Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],2011 [YR2011] - Poverty gap at $3.10 a day (2011 PPP) (%) [SI.POV.GAP2],2011 [YR2011] - Poverty gap at national poverty lines (%) [SI.POV.NAGP],"2011 [YR2011] - Poverty gap at national poverty lines (%), including noncomparable values [SI.POV.NAGP.NC]",2011 [YR2011] - Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) [SI.POV.DDAY],2011 [YR2011] - Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population) [SI.POV.2DAY],2011 [YR2011] - Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"2011 [YR2011] - Poverty headcount ratio at national poverty lines (% of population), including noncomparable values [SI.POV.NAHC.NC]",2011 [YR2011] - Rural poverty gap at national poverty lines (%) [SI.POV.RUGP],"2011 [YR2011] - Rural poverty gap at national poverty lines (%), including noncomparable values [SI.POV.RUGP.NC]",2011 [YR2011] - Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"2011 [YR2011] - Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values [SI.POV.RUHC.NC]","2011 [YR2011] - Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day) [SI.SPR.PC40.05]","2011 [YR2011] - Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day) [SI.SPR.PC40]","2011 [YR2011] - Survey mean consumption or income per capita, total population (2005 PPP $ per day) [SI.SPR.PCAP.05]","2011 [YR2011] - Survey mean consumption or income per capita, total population (2011 PPP $ per day) [SI.SPR.PCAP]",2011 [YR2011] - Urban poverty gap at national poverty lines (%) [SI.POV.URGP],"2011 [YR2011] - Urban poverty gap at national poverty lines (%), including noncomparable values [SI.POV.URGP.NC]",2011 [YR2011] - Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC],"2011 [YR2011] - Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values [SI.POV.URHC.NC]","2012 [YR2012] - Annualized growth in per capita real survey mean consumption or income, bottom 40% (%) [SI.SPR.PC40.ZG]","2012 [YR2012] - Annualized growth in per capita real survey mean consumption or income, total population (%) [SI.SPR.PCAP.ZG]",2012 [YR2012] - GINI index (World Bank estimate) [SI.POV.GINI],2012 [YR2012] - Income share held by fourth 20% [SI.DST.04TH.20],2012 [YR2012] - Income share held by highest 10% [SI.DST.10TH.10],2012 [YR2012] - Income share held by highest 20% [SI.DST.05TH.20],2012 [YR2012] - Income share held by lowest 10% [SI.DST.FRST.10],2012 [YR2012] - Income share held by lowest 20% [SI.DST.FRST.20],2012 [YR2012] - Income share held by second 20% [SI.DST.02ND.20],2012 [YR2012] - Income share held by third 20% [SI.DST.03RD.20],2012 [YR2012] - Number of poor at $1.90 a day (2011 PPP) (millions) [SI.POV.NOP1],2012 [YR2012] - Number of poor at $3.10 a day (2011 PPP) (millions) [SI.POV.NOP2],"2012 [YR2012] - Population, total [SP.POP.TOTL]",2012 [YR2012] - Poverty gap at $1.90 a day (2011 PPP) (%) [SI.POV.GAPS],2012 [YR2012] - Poverty gap at $3.10 a day (2011 PPP) (%) [SI.POV.GAP2],2012 [YR2012] - Poverty gap at national poverty lines (%) [SI.POV.NAGP],"2012 [YR2012] - Poverty gap at national poverty lines (%), including noncomparable values [SI.POV.NAGP.NC]",2012 [YR2012] - Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population) [SI.POV.DDAY],2012 [YR2012] - Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population) [SI.POV.2DAY],2012 [YR2012] - Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"2012 [YR2012] - Poverty headcount ratio at national poverty lines (% of population), including noncomparable values [SI.POV.NAHC.NC]",2012 [YR2012] - Rural poverty gap at national poverty lines (%) [SI.POV.RUGP],"2012 [YR2012] - Rural poverty gap at national poverty lines (%), including noncomparable values [SI.POV.RUGP.NC]",2012 [YR2012] - Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"2012 [YR2012] - Rural poverty headcount ratio at national poverty lines (% of rural population), including noncomparable values [SI.POV.RUHC.NC]","2012 [YR2012] - Survey mean consumption or income per capita, bottom 40% (2005 PPP $ per day) [SI.SPR.PC40.05]","2012 [YR2012] - Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day) [SI.SPR.PC40]","2012 [YR2012] - Survey mean consumption or income per capita, total population (2005 PPP $ per day) [SI.SPR.PCAP.05]","2012 [YR2012] - Survey mean consumption or income per capita, total population (2011 PPP $ per day) [SI.SPR.PCAP]",2012 [YR2012] - Urban poverty gap at national poverty lines (%) [SI.POV.URGP],"2012 [YR2012] - Urban poverty gap at national poverty lines (%), including noncomparable values [SI.POV.URGP.NC]",2012 [YR2012] - Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC],"2012 [YR2012] - Urban poverty headcount ratio at national poverty lines (% of urban population), including noncomparable values [SI.POV.URHC.NC]"
Denmark,DNK,..,..,29.54,22.63,23.23,37.58,2.26,7.87,14.15,17.76,..,..,5570572,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.75,0.32,29.08,22.26,23.47,37.75,2.84,8.48,14.03,17.48,..,..,5591572,..,..,..,..,..,..,..,..,..,..,..,..,..,27.583963,..,49.053048,..,..,..,..
Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,841802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.13,21.19,34.39,50.34,1.26,4.27,9.77,14.44,0.156282241,0.315464916,853069,7.85,15.54,..,..,18.32,36.98,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,..,..,47.4,20.52,37.3,52.96,1.78,4.78,8.68,13.07,0.29078706,1.002714,10027140,0.72,2.85,..,..,2.9,10,40.4,40.4,..,..,48.4,48.4,..,..,..,..,..,..,36.5,36.5,1.78790302,-0.196495234,45.68,20.68,35.75,51.55,1.89,5.01,9.17,13.59,0.263015432,1.037844679,10155036,0.68,2.8,..,..,2.59,10.22,40.9,40.9,..,..,49.4,49.4,..,4.187618448,..,11.81763654,..,..,36.8,36.8
East Asia & Pacific (developing only),EAP,..,..,..,..,..,..,..,..,..,..,173.12,503.97,1977658253,1.83,7.61,..,..,8.54,24.86,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,147.2,453.84,1991783241,1.47,6.6,..,..,7.21,22.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ecuador,ECU,..,..,46.21,21.4,34.83,51.34,1.44,4.38,9.06,13.81,0.889388608,2.206776512,15177280,2.59,5.45,10.75,10.75,5.86,14.54,28.6,28.6,21.2,21.2,50.9,50.9,..,..,..,..,5.45,5.45,17.4,17.4,5.5125064,0.96594458,46.57,21.23,35.4,51.59,1.41,4.3,9.01,13.86,0.905124239,2.154103172,15419493,2.46,5.19,10.54,10.54,5.87,13.97,27.3,27.3,20.8,20.8,49.1,49.1,..,3.75324125,..,11.27341622,5.27,5.27,16.1,16.1
"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,83787634,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85660902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
El Salvador,SLV,..,..,42.43,21.26,32.86,48.74,2.11,5.57,10,14.44,0.274300922,0.910703283,6055208,1.06,4.39,..,..,4.53,15.04,40.6,40.6,..,..,50.2,50.2,..,..,..,..,..,..,35.4,35.4,0.205283545,-1.49253369,41.8,21.3,32.47,48.15,2.15,5.7,10.17,14.67,0.252604893,0.826430911,6072233,0.98,3.84,..,..,4.16,13.61,34.5,34.5,..,..,43.3,43.3,..,3.639461505,..,9.169646195,..,..,29.9,29.9
Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,750918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,773729,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,4789568,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4892233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,..,..,32.69,22.81,24.81,40.34,2.48,7.17,13.04,16.64,0.016062012,0,1327439,1.17,0,..,..,1.21,0,..,17.5,..,..,..,..,..,..,..,..,..,..,..,..,-2.096641448,-1.241496386,33.15,22.67,25.25,40.83,2.47,7.17,12.86,16.48,0.01309469,0,1322696,1.21,0,..,..,0.99,0,..,18.6,..,..,..,..,..,11.55141714,..,23.07475605,..,..,..,..
Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,89858696,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92191211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (developing only),ECA,..,..,..,..,..,..,..,..,..,..,11.44,31.7,258169690,0.67,2.15,..,..,2.39,6.62,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.14,30,259879171,0.58,1.96,..,..,2.11,6.24,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,867327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,874158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,..,..,27.66,22.39,22.76,37.1,3.77,9.27,13.9,17.33,..,..,5388272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.55,1.07,27.12,22.47,22.29,36.68,3.85,9.43,13.97,17.45,..,..,5413971,..,..,..,..,..,..,..,..,..,..,..,..,..,28.861744,..,49.351386,..,..,..,..
France,FRA,..,..,33.35,21.85,26.95,41.43,3.06,7.77,12.5,16.44,..,..,65342776,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.19,0.39,33.1,21.82,26.84,41.23,3.07,7.8,12.62,16.52,..,..,65639975,..,..,..,..,..,..,..,..,..,..,..,..,..,26.828167,..,52.530613,..,..,..,..
Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,1577298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1613489,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,1749099,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1807108,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,..,..,41.58,22.3,30.97,47.1,1.76,5.06,10.25,15.3,0.6893625,1.42755,3875000,6.17,14.31,5.6,5.6,17.79,36.84,17.7,17.7,7.4,7.4,21.9,21.9,..,..,..,..,3.7,3.7,13.3,13.3,..,..,41.35,22.25,30.89,47.07,1.9,5.28,10.22,15.18,0.5924925,1.32192,3825000,5.04,12.81,4.3,4.3,15.49,34.56,14.8,14.8,5.7,5.7,18.8,18.8,..,..,..,..,2.7,2.7,10.5,10.5
Germany,DEU,1.35,0.14,30.13,22.65,23.69,38.64,3.36,8.37,13.12,17.23,..,..,81797673,..,..,..,..,..,..,..,..,..,..,..,..,..,28.351832,..,52.78946,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80425823,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,24928503,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25544565,..,..,7.8,7.8,..,..,24.2,24.2,13.1,13.1,37.9,37.9,..,..,..,..,2.5,2.5,10.6,10.6
Greece,GRC,..,..,35.69,23.47,25.85,41.4,1.63,5.63,12.11,17.4,..,..,11104899,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-10.02,-8.4,36.68,23.29,26.74,42.31,1.74,5.55,11.67,17.18,..,..,11045011,..,..,..,..,..,..,..,..,..,..,..,..,..,9.6262169,..,22.361415,..,..,..,..
Guatemala,GTM,-1.847854941,-4.565990539,52.35,19.16,41.83,57.23,1.34,3.87,7.77,11.97,1.735181984,3.983544416,15049280,4,9.84,..,..,11.53,26.47,..,..,..,..,..,..,..,2.504244187,..,8.604280152,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15368759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,11316351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.73,22.38,26.41,41.5,3.03,7.56,12.18,16.39,4.101466121,7.983148546,11628767,10.34,27.12,18.4,18.4,35.27,68.65,55.2,55.2,22.6,22.6,64.7,64.7,..,..,..,..,9.6,9.6,35.4,35.4
Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,1673509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1714620,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,755883,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,758410,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,10144890,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.79,18.26,48.21,64.29,0.55,1.98,5.49,9.97,5.546707175,7.304038997,10288828,28.9,42.16,..,..,53.91,70.99,58.5,58.5,..,..,74.9,74.9,..,..,..,..,..,..,40.6,40.6
Honduras,HND,..,..,57.4,18.56,45.67,61.23,0.75,2.61,6.54,11.08,1.429015125,2.489915954,7621414,7.88,14.66,51.2,51.2,18.75,32.67,61.9,61.9,53.1,53.1,65.2,65.2,..,..,..,..,49,49,58.5,58.5,-3.217394433,-2.679658667,57.4,18.56,45.68,61.13,0.79,2.63,6.52,11.16,1.652437582,2.882482411,7736131,9.25,17.1,52.8,52.8,21.36,37.26,66.5,66.5,54.9,54.9,69.3,69.3,..,1.781297082,..,7.789645485,50.4,50.4,63.6,63.6
Hungary,HUN,..,..,28.94,22.6,23.11,37.46,3.19,8.25,13.8,17.89,0.012963245,0,9971727,0.06,0,..,..,0.13,0,14.3,14.3,..,..,..,..,..,..,..,..,..,..,..,..,-1.932387075,-0.665867349,30.55,22.68,23.93,38.58,2.99,7.8,13.35,17.6,0.025792941,0,9920362,0.21,0,..,..,0.26,0,15,15,..,..,..,..,..,9.875165115,..,18.68796178,..,..,..,..
Iceland,ISL,..,..,27.03,22.43,22.18,36.32,3.58,9.13,14.12,18,..,..,319014,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.85,-4.56,26.94,22.37,22.11,36.38,3.67,9.18,14.21,17.86,..,..,320716,..,..,..,..,..,..,..,..,..,..,..,..,..,27.169659,..,46.466775,..,..,..,..
India,IND,3.201461395,3.696224771,..,20.54,29.98,44.22,3.52,8.2,11.79,15.24,259.521236,708.347848,1247446011,4.27,18.48,4,4,21.25,58.01,21.9,21.9,4.6,4.6,25.7,25.7,..,1.815178076,..,3.627897377,2.5,2.5,13.7,13.7,..,..,..,..,..,..,..,..,..,..,..,..,1263589639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,244808254,..,..,2.1,2.1,..,..,12.5,12.5,2.6,2.6,15.7,15.7,..,..,..,..,1.5,1.5,9.2,9.2,..,..,..,..,..,..,..,..,..,..,..,103.3573733,248037853,..,11.8,1.9,1.9,..,41.67,12,12,2.4,2.4,15.1,15.1,..,..,..,..,1.4,1.4,8.8,8.8
"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,75184322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76156975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,31810191,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.327214877,0.975873642,29.54,22.5,23.7,38.51,3.68,8.8,13.13,17.06,..,..,32780975,..,..,4.1,4.1,..,..,18.9,18.9,7.6,7.6,30.6,30.6,..,..,..,..,2.5,2.5,14.8,14.8
Ireland,IRL,..,..,32.33,22.44,25.26,40.31,2.87,7.63,12.78,16.84,..,..,4576794,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.38,-3.88,32.52,22.28,25.55,40.57,3.05,7.73,12.65,16.75,..,..,4586897,..,..,..,..,..,..,..,..,..,..,..,..,..,20.919039,..,41.048116,..,..,..,..
Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,7765800,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7910500,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Italy,ITA,..,..,34.52,22.85,25.98,41.27,2.14,6.46,12.41,17.02,..,..,59379449,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.86,-1.82,35.16,22.84,26.3,41.68,1.92,6.23,12.28,16.97,..,..,59539717,..,..,..,..,..,..,..,..,..,..,..,..,..,18.374273,..,39.721794,..,..,..,..
Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,2699838,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2707805,..,..,..,..,..,..,19.9,19.9,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,127817277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,127561489,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,6181000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6318000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kazakhstan,KAZ,..,..,27.42,22.44,22.53,37.13,4.11,9.62,13.57,17.25,0.00496698,0.11755186,16556600,0.01,0.11,0.9,0.9,0.03,0.71,5.5,5.5,..,..,8.8,8.8,..,..,..,..,..,..,2.4,2.4,..,..,27.43,22.54,22.43,37.09,4.13,9.59,13.5,17.27,0.010074855,0.072203128,16791425,0.01,0.07,0.5,0.5,0.06,0.43,3.8,3.8,..,..,6.1,6.1,..,..,..,..,..,..,1.9,1.9
Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,41419954,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42542978,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,104662,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106620,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,KSV,..,..,27.83,22.76,22.28,37.07,3.71,9.03,13.74,17.38,0,0.033669992,1790957,0,0.24,7.5,7.5,0,1.88,29.7,29.7,7.8,7.8,31.5,31.5,..,..,..,..,7.1,7.1,26.7,26.7,..,..,29.4,22.37,23.87,38.31,3.59,8.74,13.34,17.24,0.00054156,0.01317796,1805200,0.01,0.11,..,..,0.03,0.73,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,..,..,27.77,21.98,23.43,37.64,4.2,9.67,13.54,17.17,0.0992628,1.06376634,5514600,0.22,3.48,7.5,7.5,1.8,19.29,36.8,36.8,8.1,8.1,40.4,40.4,..,..,..,..,6.3,6.3,30.7,30.7,-0.13,-2.35,27.37,21.88,23.14,37.32,4.02,9.62,13.89,17.29,0.16316952,1.12031856,5607200,0.74,4.15,7.7,7.7,2.91,19.98,38,38,7.9,7.9,39.6,39.6,..,3.31,..,6.02,7.3,7.3,35.4,35.4
Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,6366909,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.246212338,1.959489762,37.89,20.77,30.84,45.86,3.01,7.25,11.13,15,1.938678475,4.09614604,6473050,7.76,23.29,5.5,5.5,29.95,63.28,23.2,23.2,6.8,6.8,28.6,28.6,1.041744746,..,2.183101341,..,2.3,2.3,10,10
Latin America & Caribbean (developing only),LAC,..,..,..,..,..,..,..,..,..,..,35.33,76.57,507683672,2.76,5.23,..,..,5.92,12.83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.68,72.19,513587153,2.64,4.93,..,..,5.58,11.96,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,..,..,36.03,22.22,27.41,42.95,2.13,6.25,12.12,16.46,0.026982188,0,2059709,1,0,..,..,1.31,0,19.2,19.2,..,..,..,..,..,..,..,..,..,..,..,..,-3.039538556,-4.326167635,35.48,22.57,26.63,42.39,2.19,6.34,12.19,16.51,0.028073602,0,2034319,0.97,0,..,..,1.38,0,19.4,19.4,..,..,..,..,..,8.305152458,..,17.93668102,..,..,..,..
Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,2032950,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2057331,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,4079574,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4190155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,..,..,32.63,22.98,24.57,39.96,2.55,7.02,12.78,17.24,0.026344601,0,3028115,0.82,0,..,..,0.87,0,18.6,18.6,..,..,..,..,..,..,..,..,..,..,..,..,-1.765362775,-1.164148741,35.15,22.62,26.84,42.02,2.33,6.51,12.24,16.62,0.030774062,0,2987773,0.75,0,..,..,1.03,0,20.6,20.6,..,..,..,..,..,9.275661879,..,19.7921652,..,..,..,..
Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,983.33,2218.44,5630801270,4.83,13.57,..,..,16.52,37.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,896.7,2105.56,5706299280,4.35,12.46,..,..,14.88,34.94,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,..,..,..,..,..,..,..,..,..,..,286.7572101,435.269796,573629146,19.92,37.18,..,..,49.99,75.88,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,278.3585829,433.53922,589368162,18.6,35.37,..,..,47.23,73.56,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,578.6590212,1413.490914,2751588308,5.31,17.64,..,..,21.03,51.37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,521.7639548,1352.452393,2793168923,4.69,16.15,..,..,18.68,48.42,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,..,..,32.42,23.01,24.51,40.01,2.97,7.52,12.38,17.08,..,..,518347,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.67,-0.54,34.79,22.76,26.47,41.86,2.72,7.06,11.81,16.51,..,..,530946,..,..,..,..,..,..,..,..,..,..,..,..,..,33.437408,..,70.849293,..,..,..,..
"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,2065888,..,..,..,..,..,..,26.8,26.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2069270,..,..,..,..,..,..,26.2,26.2,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,21678867,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22293720,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,15226813,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15700436,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,28572970,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29021940,..,..,..,..,..,..,1.7,1.7,..,..,3.4,3.4,..,..,..,..,..,..,1,1
Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,377000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,385000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,15639115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16112333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
