,,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
47,BGR,Bulgaria,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,"8,091,000,000","8,052,000,000","7,894,000,000","8,829,000,000","9,671,000,000","10,313,000,000","8,862,000,000","10,297,000,000","9,283,000,000","8,268,000,000","6,113,000,000","3,737,000,000","3,956,400,000","3,726,500,000","3,935,100,000","5,345,000,000","4,890,200,000","4,939,600,000","4,193,499,000","4,006,367,000","4,824,629,000","5,112,939,000","5,354,086,000","7,081,433,000","9,931,189,000","11,754,140,000","15,101,380,000","18,575,260,000","22,585,540,000"
48,BFA,Burkina Faso,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"65,977,120","73,490,680","83,063,230","94,826,730","107,810,200","132,699,200","160,588,200","159,355,900","126,424,900","112,933,200","140,867,500","130,491,500","148,833,700","229,828,900","240,031,600","184,559,500","280,510,000","269,082,400","237,249,500","226,131,600","215,578,100",,,,,,"205,624,800","223,491,700",,,,,,,
49,BDI,Burundi,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,"113,645,800","129,139,500","98,337,840","124,356,300","93,245,800","72,750,980","92,957,740","76,955,330","73,861,110","80,653,050","112,889,500","40,413,330","87,472,480","64,030,790","54,983,250","49,052,600","39,154,900","31,015,980","37,528,130","48,482,600","60,801,760","58,222,860","58,836,290","69,645,780"
50,KHM,Cambodia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"264,500,000","283,672,000","489,900,000","855,200,000","643,600,000","736,000,000","802,006,700","1,130,339,000","1,397,116,000","1,571,185,000","1,769,805,000","2,086,800,000","2,588,900,000","2,910,268,000","3,693,244,000","4,088,480,000","4,708,006,000"
51,CMR,Cameroon,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"809,061,600","1,095,828,000","1,354,117,000","1,657,472,000","1,410,584,000","1,357,886,000","1,366,692,000","1,588,945,000","1,626,330,000","2,076,950,000","1,688,646,000","1,841,206,000","1,853,808,000","2,125,357,000","1,957,449,000","1,934,061,000","1,507,720,000","1,454,166,000","1,735,917,000","2,002,278,000","2,036,427,000","1,880,357,000","1,745,132,000","1,985,839,000","1,891,470,000","1,964,294,000","2,483,436,000","2,708,348,000","3,265,225,000","3,848,644,000","4,956,048,000","5,941,643,000"
52,CAN,Canada,BX.GSR.MRCH.CD,Goods exports (BoP current US$),"5,792,923,000","6,185,970,000","6,356,027,000","6,928,853,000","8,115,026,000","8,578,338,000","10,031,480,000","10,936,110,000","13,131,130,000","14,372,420,000","16,731,110,000","18,175,240,000","21,176,700,000","26,500,080,000","34,276,800,000","33,780,160,000","39,696,060,000","42,883,210,000","47,942,180,000","57,299,850,000","67,531,920,000","71,930,720,000","70,259,260,000","75,376,480,000","89,282,940,000","89,912,710,000","90,097,300,000","99,186,750,000","116,692,700,000","124,129,600,000","130,328,100,000","128,914,200,000","135,152,700,000","147,417,700,000","166,989,800,000","193,372,900,000","205,443,300,000","219,062,600,000","220,538,800,000","248,494,400,000","289,022,000,000","271,849,000,000","263,908,200,000","285,186,500,000","330,011,100,000","371,944,900,000","400,248,700,000","432,087,900,000","462,681,700,000"
53,CPV,Cape Verde,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"1,242,419","3,073,175","4,124,703","9,115,140","6,259,413","3,973,010","3,300,513","6,926,419","6,121,247","4,003,997","24,043,610","17,466,400","23,178,820","21,899,630","14,253,240","11,385,730","9,054,343","14,164,100","16,584,580","23,878,500","43,235,070","32,686,050","26,030,130","38,300,120","37,174,310","41,757,560","52,801,860","57,448,680","88,848,570","95,698,180","81,804,980","115,720,800"
54,CYM,Cayman Islands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,CAF,Central African Republic,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"104,501,900","110,287,400","122,239,600","147,198,300","117,693,400","124,404,200","123,398,600","114,432,400","131,048,000","129,486,700","128,896,100","133,662,000","148,093,300","150,537,300","125,622,600","115,855,500","132,453,900","145,892,100",,,,,,,,,,,,,,
56,TCD,Chad,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"106,549,300","98,951,560","88,265,580","70,991,250","83,409,560","57,722,580","78,214,790","109,679,100","61,836,840","98,597,800","109,444,300","145,889,700","155,359,600","230,253,800","193,536,600","182,298,800","151,789,100","135,299,600",,,,,,,,,,,,,,
57,CHI,Channel Islands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CHL,Chile,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"1,590,000,000","2,116,000,000","2,186,000,000","2,460,000,000","3,835,000,000","4,705,000,000","3,836,000,000","3,706,000,000","3,831,000,000","3,650,000,000","3,804,100,000","4,191,200,000","5,303,000,000","7,054,100,000","8,078,400,000","8,372,700,000","8,941,500,000","10,007,400,000","9,198,700,000","11,604,100,000","16,025,000,000","16,626,770,000","17,870,180,000","16,322,830,000","17,162,270,000","19,210,240,000","18,271,790,000","18,179,800,000","21,664,160,000","32,520,310,000","41,266,920,000","58,680,110,000","67,665,770,000","66,455,480,000"
59,CHN,China,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,"21,125,000,000","20,707,000,000","23,905,000,000","25,108,000,000","25,756,000,000","34,734,000,000","41,054,000,000","43,220,000,000","51,519,000,000","58,919,000,000","69,568,000,000","75,659,000,000","102,561,000,000","128,109,700,000","151,077,000,000","182,670,000,000","183,529,000,000","194,716,000,000","249,131,000,000","266,075,000,000","325,650,800,000","438,269,600,000","593,392,500,000","762,483,700,000","969,682,300,000","1,220,000,000,000","1,434,601,000,000"
60,COL,Colombia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,"605,000,000","672,000,000","788,000,000","754,166,500","978,567,700","1,262,549,000","1,494,503,000","1,683,187,000","2,201,907,000","2,660,000,000","3,155,392,000","3,441,000,000","3,986,297,000","3,157,726,000","3,113,768,000","2,970,000,000","4,273,000,000","3,650,000,000","5,331,000,000","5,661,000,000","5,343,000,000","6,031,000,000","7,079,000,000","7,507,000,000","7,263,200,000","7,428,500,000","9,059,084,000","10,593,400,000","10,966,190,000","12,064,880,000","11,480,100,000","12,037,310,000","13,759,640,000","12,868,960,000","12,383,750,000","13,813,420,000","17,224,120,000","21,729,510,000","25,180,790,000","30,576,660,000","38,531,500,000"
61,COM,Comoros,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,"11,189,060","16,417,080","19,582,870","19,469,230","7,046,525","15,688,050","20,366,560","11,599,350","21,480,920","18,049,840","17,934,900","24,356,220","21,428,880","21,581,420","10,785,330","11,315,400",,,,,,,,,,,,,
62,ZAR,Congo Dem. Rep.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,COG,Congo Rep.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,"308,190,500","495,671,200","910,608,700","1,072,702,000","1,108,506,000","1,066,172,000","1,268,375,000","1,144,746,000","672,645,200","876,688,700","843,194,600","1,160,471,000","1,388,722,000","1,107,736,000","1,178,729,000","1,119,145,000","958,925,600","1,286,599,000","1,654,851,000","1,661,504,000","1,367,795,000","1,560,087,000","2,491,785,000","2,055,277,000","2,288,806,000","2,636,612,000","3,433,186,000","4,745,310,000","6,065,711,000","5,808,039,000",
64,CRI,Costa Rica,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"827,800,000","863,900,000","942,100,000","1,000,900,000","1,002,600,000","869,000,000","852,500,000","997,500,000","939,100,000","1,084,800,000","1,106,700,000","1,180,700,000","1,333,400,000","1,354,200,000","1,498,100,000","1,739,100,000","1,866,800,000","2,122,000,000","3,481,800,000","3,774,110,000","4,220,620,000","5,538,330,000","6,576,416,000","5,813,356,000","4,923,173,000","5,269,924,000","6,162,981,000","6,369,694,000","7,099,423,000","8,101,733,000","9,299,478,000","9,566,294,000"
65,CIV,Cote d'Ivoire,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"1,238,843,000","1,735,087,000","2,412,084,000","2,615,930,000","2,722,807,000","3,012,596,000","2,435,125,000","2,347,186,000","2,066,308,000","2,624,745,000","2,760,966,000","3,187,355,000","2,949,724,000","2,691,304,000","2,696,795,000","2,912,606,000","2,705,003,000","2,946,823,000","2,518,694,000","2,895,869,000","3,805,882,000","4,446,074,000","4,451,150,000","4,606,404,000","4,661,523,000","3,888,000,000","3,945,936,000","5,274,838,000","5,787,678,000","6,919,328,000","7,697,375,000","8,477,343,000","8,668,803,000","10,090,560,000"
66,HRV,Croatia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,910,314,000","4,402,796,000","4,517,259,000","4,680,333,000","4,027,479,000","4,585,407,000","4,398,785,000","4,573,718,000","4,766,972,000","5,006,189,000","6,311,403,000","8,214,465,000","8,959,805,000","10,644,390,000","12,622,710,000","14,460,370,000"
67,CUB,Cuba,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,CYP,Cyprus,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"254,083,100","312,406,900","339,212,100","451,129,300","527,684,800","551,454,800","554,076,200","495,404,100","573,093,300","474,898,200","502,756,900","619,626,100","709,128,900","795,350,100","951,580,700","951,707,300","985,877,900","867,703,100","967,510,600","1,228,725,000","1,392,418,000","1,245,774,000","1,064,644,000","1,000,280,000","950,924,400","975,220,700","851,758,000","924,986,400","1,173,462,000","1,544,682,000","1,393,044,000","1,482,908,000","2,130,019,000"
69,CZE,Czech Republic,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,231,310,000","15,963,970,000","21,476,780,000","21,950,340,000","22,318,640,000","25,885,520,000","26,258,920,000","29,019,280,000","33,403,560,000","38,479,690,000","48,705,190,000","67,219,510,000","77,951,370,000","95,151,220,000","122,791,300,000","145,696,800,000"
70,DNK,Denmark,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"8,652,347,000","9,052,678,000","10,010,600,000","11,806,620,000","14,765,640,000","17,022,380,000","16,136,150,000","15,684,850,000","16,225,530,000","16,090,350,000","17,123,270,000","21,307,090,000","25,694,840,000","27,537,190,000","28,728,150,000","36,072,160,000","36,782,730,000","40,503,730,000","36,947,840,000","41,740,790,000","50,348,230,000","50,734,650,000","48,102,870,000","47,907,830,000","49,786,590,000","50,083,930,000","50,466,350,000","55,472,560,000","64,537,120,000","75,050,250,000","82,485,530,000","90,732,360,000","100,720,100,000","114,740,600,000"
71,DJI,Djibouti,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,861,540","37,632,020","45,346,360","47,642,090","32,010,850","29,028,650","31,172,460","27,993,320","27,492,530","31,628,230","31,616,970","35,623,250","37,249,400","37,980,880","39,500,120","55,170,740","58,068,540","68,815,730"
72,DMA,Dominica,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"11,098,910","12,000,000","15,900,000","9,800,000","10,100,000","19,700,000","25,100,000","27,800,000","25,600,000","28,400,000","44,581,480","49,292,590","57,037,040","46,303,700","56,070,370","56,474,080","55,314,820","49,285,180","48,329,630","46,100,000","52,907,410","53,770,370","63,192,590","56,014,820","54,748,150","44,392,220","43,612,670","41,010,000","42,919,950","42,909,030","44,260,380","39,063,730","36,256,400"
73,DOM,Dominican Republic,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,"163,500,000","183,400,000","214,000,000","240,700,000","347,600,000","442,100,000","636,800,000","893,800,000","716,400,000","780,500,000","675,500,000","868,600,000","961,900,000","1,188,000,000","767,700,000","785,200,000","868,100,000","738,500,000","722,100,000","711,300,000","889,700,000","924,400,000","734,500,000","658,300,000","562,500,000","3,211,000,000","3,452,500,000","3,779,500,000","4,052,800,000","4,613,700,000","4,980,500,000","5,136,700,000","5,736,700,000","5,276,300,000","5,165,000,000","5,470,800,000","5,935,900,000","6,144,700,000","6,610,200,000","7,160,200,000","6,948,900,000"
74,ECU,Ecuador,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"1,307,200,000","1,400,800,000","1,529,200,000","2,150,500,000","2,520,000,000","2,527,000,000","2,327,000,000","2,348,000,000","2,621,000,000","2,905,000,000","2,200,000,000","2,021,000,000","2,205,000,000","2,354,000,000","2,724,000,000","2,851,000,000","3,101,000,000","3,135,850,000","3,935,910,000","4,468,310,000","4,929,420,000","5,360,470,000","4,326,150,000","4,615,490,000","5,056,685,000","4,821,296,000","5,257,682,000","6,445,827,000","7,967,754,000","10,467,690,000","13,176,090,000","14,870,160,000","19,146,860,000"
75,EGY,Egypt Arab Rep.,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"1,973,908,000","1,938,897,000","2,424,000,000","3,853,571,000","3,998,714,000","4,018,000,000","3,693,000,000","3,864,143,000","3,835,571,000","2,632,286,000","3,115,143,000","2,769,714,000","3,118,818,000","3,924,000,000","4,164,000,000","3,670,000,000","3,545,000,000","4,044,000,000","4,670,000,000","4,779,000,000","5,525,300,000","4,403,000,000","5,236,500,000","7,061,000,000","7,024,900,000","7,117,700,000","8,987,300,000","12,319,600,000","16,073,200,000","20,545,600,000","24,454,600,000","29,849,000,000"
76,SLV,El Salvador,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"744,640,000","973,520,000","801,640,000","1,132,320,000","1,075,320,000","798,040,000","699,560,000","757,960,000","725,920,000","678,960,000","777,923,200","589,600,000","610,640,000","557,500,000","643,879,300","586,777,500","598,146,100","1,031,772,000","1,252,298,000","1,651,135,000","1,787,436,000","2,437,116,000","2,459,509,000","2,534,300,000","2,963,200,000","2,891,600,000","3,019,700,000","3,152,600,000","3,339,193,000","3,446,500,000","3,758,570,000","4,039,060,000","4,610,718,000"
77,GNQ,Equatorial Guinea,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,484,500","44,646,900","32,707,610","37,816,130","37,347,540","49,536,860","61,063,860","61,995,150","89,927,160","175,313,400",,,,,,,,,,,,
78,ERI,Eritrea,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,400,000","41,900,000","78,000,000","85,995,390","98,004,940","56,797,120","28,092,400","20,678,660","36,808,600",,,,,,,,
79,EST,Estonia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460,704,400","811,740,200","1,224,958,000","1,696,312,000","1,811,754,000","2,289,567,000","2,690,133,000","2,453,061,000","3,298,035,000","3,367,375,000","3,507,867,000","4,597,003,000","5,929,069,000","7,876,724,000","9,754,823,000","11,092,050,000","12,565,890,000"
80,ETH,Ethiopia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"333,285,000","306,183,600","430,338,200","419,323,700","374,106,300","402,801,900","402,608,700","416,811,600","332,850,200","477,149,800","355,217,400","400,000,000","443,816,400","291,980,700","167,632,800","169,883,600","198,840,000","371,965,700","423,017,600","417,479,300","588,275,100","560,345,200","467,354,400","486,065,500","455,552,600","480,232,400","496,388,200","678,301,900","917,349,800","1,024,655,000","1,284,882,000","1,554,700,000"
81,FRO,Faeroe Islands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,170,000","472,100,000","476,780,000","516,160,000","537,350,000","593,740,000",,,,,
82,FJI,Fiji,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,"270,166,700","373,561,400","314,722,200","286,943,400","240,919,500","258,092,400","235,272,900","275,849,100","328,494,000","372,869,700","377,123,600","415,555,800","362,574,800","349,769,300","370,936,100","490,190,400","519,649,200","672,201,200","535,646,900","428,927,400","537,716,500","538,094,100","505,125,300","476,240,100","673,600,700","712,742,500","682,901,400","666,610,000","728,290,300","871,678,800"
83,FIN,Finland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"5,508,466,000","6,294,639,000","7,609,271,000","8,503,558,000","11,099,780,000","14,069,600,000","13,661,610,000","12,841,850,000","12,172,120,000","13,086,770,000","13,351,140,000","16,290,750,000","19,525,870,000","22,201,520,000","23,249,240,000","26,530,580,000","23,097,900,000","24,101,440,000","23,587,300,000","29,880,810,000","40,557,990,000","40,725,030,000","41,148,200,000","43,393,400,000","41,983,050,000","45,703,160,000","42,979,640,000","44,862,980,000","52,739,750,000","61,138,720,000","65,451,040,000","77,551,550,000","90,195,690,000","96,970,160,000"
84,FRA,France,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"50,424,690,000","54,053,710,000","61,989,040,000","75,186,000,000","95,512,780,000","109,691,100,000","102,583,400,000","93,383,930,000","91,317,480,000","93,374,490,000","97,101,930,000","120,533,100,000","143,004,100,000","161,585,800,000","172,185,800,000","208,932,500,000","209,171,800,000","227,442,300,000","199,044,400,000","230,810,700,000","278,627,000,000","281,846,500,000","286,071,400,000","303,024,800,000","299,875,500,000","297,557,000,000","294,180,600,000","307,200,800,000","361,930,200,000","421,106,000,000","439,452,300,000","484,768,200,000","547,418,200,000","605,219,100,000"
85,PYF,French Polynesia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,296,900","148,725,100","179,396,500","211,778,700","196,959,100","192,589,000","201,403,800"
86,GAB,Gabon,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,"1,308,630,000","1,815,001,000","2,084,395,000","2,200,224,000","2,160,397,000","2,000,126,000","2,017,820,000","1,951,418,000","1,074,195,000","1,286,366,000","1,195,575,000","1,626,008,000","2,488,754,000","2,227,879,000","2,259,231,000","2,326,225,000","2,365,254,000","2,727,816,000","3,334,164,000","3,032,710,000","1,907,614,000","2,498,826,000","3,320,627,000","2,613,773,000","2,555,511,000","3,178,491,000","4,071,571,000","5,463,858,000",,,
87,GMB,Gambia The,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,"40,079,500","53,749,220","48,287,860","45,125,570","58,560,450","54,554,550","90,726,340","62,794,960","64,873,120","74,512,500","83,057,100","100,195,800","110,621,600","142,870,900","146,946,700","157,028,300","124,968,500","122,957,500","118,749,200","119,608,100",,,,,,"77,628,660","109,157,400","100,981,300","108,680,400","129,291,900","147,496,500"
88,GEO,Georgia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"376,500,000","299,900,000","329,500,000","459,000,000","496,100,000","603,333,900","830,555,100","1,092,111,000","1,472,437,000","1,666,526,000","2,088,285,000","2,427,979,000"
89,DEU,Germany,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,"38,388,630,000","46,180,050,000","66,592,160,000","89,041,250,000","90,034,220,000","101,664,700,000","117,237,600,000","141,033,200,000","170,260,300,000","191,593,200,000","175,190,400,000","175,794,200,000","168,563,800,000","170,767,200,000","183,482,800,000","241,372,600,000","290,656,500,000","322,220,300,000","340,194,500,000","411,158,600,000","404,173,800,000","430,702,800,000","379,601,400,000","426,932,700,000","520,115,300,000","520,124,700,000","507,650,300,000","538,075,200,000","538,419,200,000","544,728,800,000","565,870,300,000","611,843,200,000","747,368,600,000","907,794,400,000","983,143,500,000","1,135,785,000,000","1,349,520,000,000","1,498,256,000,000"
90,GHA,Ghana,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"800,960,900","779,047,700","889,569,300","892,790,900","1,065,700,000","1,103,600,000","710,700,000","607,000,000","439,100,000","565,900,000","632,400,000","749,300,000","826,800,000","881,000,000","808,200,000","896,800,000","997,700,000","986,300,000","1,063,600,000","1,237,700,000","1,431,200,000","1,570,000,000","1,489,860,000","2,090,800,000","2,005,500,000","1,936,300,000","1,867,100,000","2,015,200,000","2,562,400,000","2,704,460,000","2,802,210,000","3,726,670,000","4,172,140,000","5,269,730,000"
91,GRC,Greece,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"2,258,000,000","2,583,000,000","3,036,000,000","3,991,000,000","4,175,000,000","4,884,000,000","4,273,000,000","4,179,000,000","4,426,000,000","4,357,000,000","4,586,000,000","5,699,000,000","6,015,000,000","6,074,000,000","6,458,000,000","6,911,000,000","6,076,000,000","5,112,000,000","5,338,000,000","5,918,000,000","5,890,000,000","5,576,000,000",,"8,544,700,000","10,201,500,000","10,615,000,000","9,865,376,000","12,577,760,000","15,739,050,000","17,631,170,000","20,300,350,000","23,991,410,000","29,162,670,000"
92,GRL,Greenland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,GRD,Grenada,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"14,259,260","16,900,000","21,400,000","17,400,000","19,000,000","18,500,000","19,300,000","18,200,000","22,300,000","28,962,960","32,259,260","33,185,190","31,111,110","29,285,190","25,729,630","23,529,630","22,744,440","25,240,740","24,570,370","24,925,930","32,800,000","45,948,150","74,296,300","82,962,960","63,604,480","41,414,820","45,544,440","37,522,100","32,866,990","32,298,930","40,703,750","30,507,160"
94,GUM,Guam,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,GTM,Guatemala,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"1,160,200,000","1,092,400,000","1,221,400,000","1,519,800,000","1,291,300,000","1,170,400,000","1,091,700,000","1,132,200,000","1,059,700,000","1,043,800,000","977,900,000","1,073,300,000","1,126,100,000","1,211,400,000","1,230,000,000","1,283,700,000","1,363,200,000","1,550,100,000","2,157,500,000","2,236,900,000","2,602,900,000","2,846,900,000","2,780,600,000","3,085,100,000","2,859,797,000","2,818,919,000","3,059,869,000","5,105,100,000","5,459,500,000","6,082,000,000","6,983,000,000","7,848,200,000"
96,GIN,Guinea,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,"506,640,000","544,640,000","511,870,000","595,570,000","671,210,000","687,130,000","517,150,000","561,100,000","515,670,000","582,750,000","636,532,000","630,070,000","693,000,000","635,670,000","666,340,100","731,050,200","708,598,000","609,262,700","725,550,000",,,"1,203,200,000","1,342,010,000"
97,GNB,Guinea-Bissau,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,"11,800,000","8,600,000","17,400,000","11,600,000","9,700,000","15,400,000","15,900,000","14,200,000","19,260,000","20,440,000","6,470,000","15,960,000","33,210,000","23,900,000","21,610,000","48,860,000",,,,"62,888,920","54,381,120","65,010,290","75,765,950",,,,
98,GUY,Guyana,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"259,333,300","295,607,800","292,705,900","388,862,800","346,417,800","241,433,300","193,333,300","216,882,300","214,024,200",,,,,,,"381,700,000","415,500,000","463,400,000","495,700,000","572,300,000","590,600,000","545,100,000","522,300,000","502,900,000","485,400,000","490,100,000","508,000,000","583,994,000","545,631,000","579,602,000","689,262,000","789,026,000"
99,HTI,Haiti,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,"45,300,000","42,879,840","54,400,000","70,039,940","80,340,000","111,940,000","137,640,000","149,920,000","137,980,000","215,800,000","151,120,000","177,140,000","186,560,000","214,580,000","223,000,000","190,780,000","210,120,000","180,380,000","148,260,000","265,800,000","166,580,000","73,400,000","80,270,000","60,290,000","88,300,000","82,520,000","205,400,000","294,770,000","343,260,000","331,700,000","305,220,000","274,430,000","333,830,000","376,860,000","459,610,000","495,170,000","522,090,000","490,200,000"
100,HND,Honduras,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"303,950,000","313,100,000","415,500,000","534,400,000","631,200,000","763,750,000","860,100,000","792,950,000","685,050,000","707,200,000","746,200,000","805,650,000","902,100,000","830,500,000","889,450,000","911,200,000","895,200,000","840,600,000","839,300,000","999,600,000","1,101,500,000","1,377,200,000","1,638,400,000","1,856,500,000","2,047,900,000","1,756,300,000","3,343,395,000","3,422,676,000","3,744,885,000","3,754,026,000","4,533,851,000","5,048,006,000","5,276,563,000","5,642,177,000","6,046,283,000"
101,HKG,Hong Kong SAR China,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175,833,000,000","174,719,400,000","202,697,500,000","190,925,900,000","200,299,900,000","224,656,400,000","260,262,900,000","289,579,300,000","317,600,200,000","345,978,600,000","365,236,300,000"
102,HUN,Hungary,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,"9,038,112,000","8,977,963,000","9,089,965,000","8,577,936,000","9,197,976,000","9,967,098,000","9,988,950,000","10,492,950,000","9,151,261,000","9,687,529,000","10,096,600,000","8,118,736,000","7,648,221,000","14,618,630,000","15,966,300,000","19,283,860,000","23,698,190,000","25,607,690,000","28,761,710,000","31,080,480,000","34,792,140,000","42,942,600,000","55,345,170,000","61,688,140,000","73,456,140,000","93,592,220,000","107,221,100,000"
103,ISL,Iceland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"402,000,000","512,600,000","640,300,000","779,600,000","919,800,000","896,400,000","685,500,000","742,000,000","743,200,000","814,000,000","1,096,800,000","1,376,100,000","1,425,400,000","1,401,500,000","1,588,538,000","1,551,428,000","1,528,960,000","1,398,538,000","1,560,041,000","1,803,724,000","1,889,780,000","1,854,644,000","1,927,364,000","2,009,017,000","1,901,916,000","2,015,817,000","2,239,816,000","2,385,660,000","2,895,951,000","3,107,373,000","3,476,999,000","4,793,471,000","5,398,934,000"
