,,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
163,NOR,Norway,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"7,270,335,000","8,046,523,000","9,152,016,000","11,032,910,000","13,746,750,000","18,649,080,000","18,493,650,000","17,663,910,000","18,055,290,000","19,115,010,000","20,059,360,000","18,142,650,000","21,191,450,000","23,074,520,000","27,171,000,000","34,313,200,000","34,212,240,000","35,458,840,000","32,277,960,000","35,016,410,000","42,385,420,000","50,080,610,000","49,375,440,000","40,887,800,000","46,136,410,000","60,392,910,000","59,447,750,000","59,554,540,000","68,665,790,000","83,164,110,000","104,011,200,000","122,789,000,000","137,297,500,000","173,575,200,000"
164,OMN,Oman,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"1,212,218,000","1,416,329,000","1,595,831,000","1,619,571,000","1,598,147,000","2,279,676,000","3,748,118,000","4,695,715,000","4,422,988,000","4,255,935,000","4,420,993,000","4,971,120,000","2,861,392,000","3,804,942,000","3,342,003,000","4,067,620,000","5,508,452,000","4,871,261,000","5,555,267,000","5,365,410,000","5,542,263,000","6,065,019,000","7,373,000,000","7,657,000,000","5,520,000,000","7,237,000,000","11,318,000,000","11,074,120,000","11,170,350,000","11,669,700,000","13,381,010,000","18,691,810,000","21,586,480,000","24,691,810,000","37,719,110,000"
165,PAK,Pakistan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"1,172,085,000","1,126,517,000","1,403,681,000","1,957,095,000","2,580,942,000","2,743,120,000","2,351,747,000","2,890,204,000","2,492,105,000","2,660,569,000","3,205,896,000","3,956,372,000","4,425,590,000","4,818,196,000","5,405,435,000","6,410,839,000","6,913,089,000","6,793,408,000","7,116,752,000","8,356,347,000","8,507,269,000","8,350,731,000","7,850,000,000","7,673,000,000","8,739,000,000","9,131,000,000","9,831,999,000","11,869,000,000","13,297,000,000","15,432,000,000","17,049,000,000","18,188,400,000","21,328,000,000"
166,PLW,Palau,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PAN,Panama,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"401,000,000","385,700,000","453,200,000","2,519,300,000","2,774,200,000","2,579,600,000","1,840,000,000","1,889,700,000","2,132,900,000","2,490,700,000","2,650,600,000","2,505,900,000","2,742,100,000","3,346,200,000","4,191,800,000","5,104,200,000","5,416,900,000","6,044,800,000","6,090,900,000","5,822,900,000","6,669,700,000","6,331,800,000","5,288,100,000","5,838,500,000","5,992,400,000","5,314,700,000","5,072,400,000","6,079,900,000","7,375,200,000","8,475,300,000","9,333,700,000","10,323,200,000"
168,PNG,Papua New Guinea,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"550,368,100","683,137,300","713,446,400","1,010,282,000","985,484,900","840,125,500","768,791,200","820,272,100","915,292,300","926,255,000","1,030,676,000","1,243,880,000","1,475,281,000","1,318,516,000","1,175,152,000","1,482,054,000","1,947,729,000","2,604,359,000","2,651,002,000","2,670,419,000","2,529,821,000","2,160,056,000","1,773,290,000","1,927,380,000","2,094,114,000","1,812,919,000","1,639,881,000","2,200,787,000","2,554,848,000","3,277,970,000",,,
169,PRY,Paraguay,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"188,000,000","202,100,000","327,100,000","356,100,000","384,500,000","400,300,000","398,500,000","396,200,000","326,000,000","361,300,000","465,600,000","575,800,000","597,400,000","871,000,000","1,180,000,000","2,096,200,000","1,997,100,000","1,997,100,000","2,859,000,000","3,360,100,000","4,218,600,000","3,796,900,000","3,327,500,000","3,548,600,000","2,312,400,000","2,328,950,000","1,889,700,000","1,857,975,000","2,169,975,000","2,861,175,000","3,351,778,000","4,401,175,000","5,470,825,000","7,768,825,000"
170,PER,Peru,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"1,725,600,000","1,940,600,000","3,490,900,000","3,916,000,000","3,249,000,000","3,293,000,000","3,015,000,000","3,146,900,000","3,049,000,000","2,576,060,000","2,714,780,000","2,731,470,000","3,532,600,000","3,322,000,000","3,408,000,000","3,662,000,000","3,384,657,000","4,424,124,000","5,491,415,000","5,877,644,000","6,824,557,000","5,756,775,000","6,087,524,000","6,954,910,000","7,025,730,000","7,713,900,000","9,090,733,000","12,809,170,000","17,367,690,000","23,800,020,000","27,955,580,000","31,529,390,000"
171,PHL,Philippines,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"3,151,000,000","3,425,000,000","4,601,000,000","5,788,000,000","5,722,000,000","5,021,000,000","5,005,000,000","5,391,000,000","4,629,000,000","4,842,000,000","5,720,000,000","7,074,000,000","7,821,000,000","8,186,000,000","8,839,999,000","9,824,000,000","11,375,000,000","13,483,000,000","17,447,000,000","20,543,000,000","25,228,000,000","29,496,000,000","34,243,000,000","37,347,000,000","31,313,000,000","34,403,000,000","35,339,000,000","38,794,000,000","40,263,000,000","46,526,000,000","49,512,000,000","48,253,000,000"
172,POL,Poland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"9,506,000,000","10,506,000,000","11,967,000,000","13,276,000,000","14,043,000,000","10,542,000,000","11,547,000,000","11,615,000,000","11,654,000,000","10,945,000,000","11,926,000,000","12,026,000,000","13,846,000,000","12,869,000,000","15,837,000,000","14,393,000,000","13,929,000,000","13,582,000,000","17,024,000,000","25,041,000,000","27,557,000,000","30,731,000,000","32,467,000,000","30,060,000,000","35,902,000,000","41,663,000,000","46,742,000,000","61,007,000,000","81,862,000,000","96,395,000,000","117,468,000,000","145,337,000,000","178,427,000,000"
173,PRT,Portugal,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"1,941,608,000","1,824,567,000","2,564,467,000","2,781,934,000","3,608,189,000","4,667,870,000","4,184,644,000","4,194,102,000","4,646,211,000","5,246,498,000","5,749,073,000","7,264,817,000","9,334,525,000","11,015,030,000","12,842,580,000","16,457,890,000","16,390,750,000","18,348,130,000","15,931,430,000","18,644,710,000","24,024,320,000","24,914,440,000","24,211,420,000","25,160,440,000","24,899,410,000","24,663,380,000","24,456,190,000","25,975,040,000","32,055,380,000","36,985,520,000","38,576,730,000","43,592,200,000","51,807,200,000","56,417,530,000"
174,PRI,Puerto Rico,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,QAT,Qatar,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,ROM,Romania,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,"2,102,000,000","2,599,000,000","3,667,000,000","4,858,000,000","5,341,000,000","6,134,000,000","6,859,000,000","8,022,000,000","9,303,000,000","11,024,000,000","12,367,000,000","11,559,000,000","11,512,000,000","12,646,000,000","10,174,000,000","9,763,000,000","10,491,000,000","11,392,000,000","10,487,000,000","5,770,000,000","4,266,000,000","4,364,000,000","4,892,000,000","6,151,000,000","7,910,000,000","8,085,000,000","8,431,000,000","8,302,000,000","8,503,000,000","10,366,000,000","11,385,000,000","13,876,000,000","17,618,000,000","23,485,000,000","27,729,910,000","32,336,020,000","40,555,000,000","49,760,000,000"
177,RUS,Russian Federation,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,378,690,000","82,419,210,000","89,684,570,000","86,895,250,000","74,444,060,000","75,550,670,000","105,033,200,000","101,884,300,000","111,204,300,000","135,929,300,000","183,207,200,000","243,798,200,000","303,550,000,000","354,400,800,000","471,603,500,000"
178,RWA,Rwanda,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"109,274,800","122,384,800","115,848,100","217,382,000","144,102,300","120,697,100","108,199,000","121,818,300","142,518,100","126,120,200","184,242,800","121,758,400","117,871,400","104,517,900","101,285,400","95,626,350","68,240,230","67,714,930","50,396,630","56,655,240","61,806,930","93,232,890","64,236,260","61,539,700","68,440,820","93,330,900","67,150,000","63,050,000","98,050,000","127,810,000","144,805,600","184,177,600","256,562,500"
179,WSM,Samoa,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"14,731,370","9,737,444","18,132,120","17,219,500","10,782,480","13,459,420","17,693,790","18,342,850","16,122,760","10,506,490","11,768,600","15,092,990","12,866,760","8,875,029","6,471,852","5,822,468","6,435,404","3,518,686","8,761,205","10,084,590","14,632,500","20,399,050","18,153,750",,,,,"11,895,650","11,996,780","10,345,340","13,888,910",
180,SMR,San Marino,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,STP,Sao Tome and Principe,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"17,336,950","7,062,531","8,230,485","22,999,050","22,945,830","26,587,040","16,979,470","7,198,017","8,792,983","8,633,478","12,221,840","7,068,811","9,886,234","6,520,791","9,509,709","4,913,684","4,220,000",,,,,,,,"4,740,000","3,900,000","2,690,000","3,284,921","6,177,304","6,568,600","5,439,600","6,790,804","7,710,857","6,810,434",
182,SAU,Saudi Arabia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,"2,705,697,000","4,058,143,000","7,702,499,000","30,870,420,000","27,888,230,000","36,314,450,000","41,051,730,000","37,534,250,000","58,771,080,000","101,573,900,000","112,422,500,000","74,202,830,000","45,864,270,000","37,544,580,000","27,478,260,000","20,168,630,000","23,168,000,000","24,344,000,000","28,346,670,000","44,354,670,000","47,725,330,000","50,220,000,000","42,338,670,000","42,557,330,000","49,974,130,000","60,647,740,000","60,651,470,000","38,770,140,000","50,688,930,000","77,480,530,000","67,972,800,000","72,464,270,000","93,244,100,000","125,997,600,000","180,711,200,000","211,305,700,000","233,328,900,000","313,446,400,000"
183,SEN,Senegal,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"472,612,400","542,571,100","536,512,800","685,323,300","434,732,800","517,577,800","470,182,800","603,426,600","564,535,800","642,119,700","632,534,100","548,075,500","694,530,500","707,501,200","713,182,000","804,148,400","937,910,500","848,543,600","860,623,600","736,820,500","818,779,100","993,311,700","988,037,500","904,554,900","967,716,700","1,027,067,000","919,824,200","1,003,107,000","1,066,527,000","1,256,970,000","1,509,434,000","1,578,183,000","1,593,970,000","1,673,830,000",
184,SRB,Serbia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,776,476,000","10,973,190,000"
185,SYC,Seychelles,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"3,046,281","4,827,705","6,630,740","6,223,197","5,650,041","4,643,106","3,840,098","4,993,391","4,975,065","4,635,065","4,413,725","8,085,240","17,263,390","34,362,070","57,146,500","49,328,810","48,073,620","50,332,590","52,988,040","53,507,210","96,660,280","113,561,700","122,838,600","145,659,900","194,782,000","216,452,400","236,701,200","286,424,400","301,099,600","350,905,700","420,082,500","391,674,800",
186,SLE,Sierra Leone,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"150,283,900","193,592,800","211,642,200","226,615,100","165,904,800","122,552,700","115,099,200","139,206,000","135,841,800","131,722,700","141,975,400","107,904,000","142,026,600","148,515,200","149,508,600","150,376,700","118,268,000","115,989,400","41,468,940","46,777,430","15,718,980","31,641,680","6,289,675","12,795,990","29,150,960","59,839,560","110,790,400","154,074,300","183,631,000","261,877,600","288,875,200","273,529,600"
187,SGP,Singapore,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,"2,169,600,000","3,598,568,000","5,905,534,000","5,480,960,000","6,654,008,000","8,245,060,000","10,123,020,000","14,247,950,000","19,429,680,000","21,090,160,000","21,015,640,000","21,894,420,000","24,090,950,000","23,186,600,000","22,738,410,000","29,096,100,000","40,702,980,000","45,699,940,000","54,678,550,000","61,332,870,000","66,565,080,000","77,857,970,000","97,919,000,000","132,158,300,000","141,019,800,000","142,123,400,000","119,751,100,000","127,050,500,000","153,094,700,000","136,609,100,000","140,775,700,000","161,702,000,000","199,393,100,000","232,513,100,000","274,900,100,000","303,964,000,000","344,399,300,000"
188,SVK,Slovak Republic,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,452,474,000","6,706,093,000","8,590,826,000","8,823,793,000","9,640,727,000","10,720,170,000","10,201,260,000","11,896,090,000",,"14,460,070,000","21,943,950,000","27,662,680,000","31,851,030,000","41,734,670,000","57,805,860,000","70,271,470,000"
189,SVN,Slovenia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,680,900,000","6,082,900,000","6,831,500,000","8,350,200,000","8,352,900,000","8,406,000,000","9,091,000,000","8,623,400,000","8,807,999,000","9,342,700,000","10,471,000,000","12,916,300,000","16,064,600,000","18,145,700,000","21,397,200,000","27,151,360,000","29,582,860,000"
190,SLB,Solomon Islands,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"15,447,720","24,319,200","32,822,640","35,025,130","68,478,570","73,268,260","66,194,240","58,284,160","61,990,760","93,113,440","70,976,740","63,853,000","63,195,990","81,920,110","74,697,750","70,112,770","83,433,100","101,738,300","129,057,200","142,160,100","168,296,200","161,509,300","156,445,800","141,829,300","164,567,300","69,287,640","40,039,710","33,474,240","66,626,530","85,642,880","104,757,500","121,602,900",,
191,SOM,Somalia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"71,326,450","109,467,800","106,020,600","133,328,000","175,361,400","170,813,000","98,437,650","54,759,210","90,573,790","94,694,450","94,003,370","58,397,420","67,700,590",,,,,,,,,,,,,,,,,,,
192,ZAF,South Africa,BX.GSR.MRCH.CD,Goods exports (BoP current US$),"1,990,799,000","2,083,199,000","2,234,399,000","2,396,799,000","2,542,399,000","2,589,999,000","2,748,199,000","2,966,599,000","3,302,599,000","3,364,199,000","3,330,599,000","3,640,473,000","4,531,950,000","6,269,655,000","8,791,111,000","8,879,557,000","8,579,000,000","10,516,750,000","13,014,550,000","17,717,780,000","26,039,020,000","21,049,510,000","17,781,350,000","18,711,790,000","17,202,650,000","16,293,340,000","18,060,240,000","23,652,450,000","24,392,620,000","22,706,380,000","23,753,180,000","22,935,000,000","24,539,920,000","26,017,310,000","26,250,590,000","29,783,450,000","30,426,460,000","31,166,600,000","29,198,780,000","28,534,000,000","31,949,740,000","31,063,630,000","31,772,110,000","38,700,090,000","48,236,930,000","56,261,040,000","65,824,730,000","75,920,110,000","86,118,010,000"
193,ESP,Spain,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"7,821,050,000","9,015,180,000","10,600,890,000","13,491,230,000","18,356,980,000","20,546,770,000","20,973,670,000","21,288,330,000","20,794,210,000","23,736,660,000","24,851,410,000","27,755,500,000","34,753,250,000","40,692,240,000","44,944,710,000","55,657,620,000","60,166,820,000","65,826,330,000","62,021,410,000","73,924,880,000","93,441,990,000","102,842,600,000","107,198,000,000","112,310,300,000","112,919,100,000","115,768,900,000","117,521,700,000","127,162,100,000","158,049,300,000","185,209,100,000","196,580,000,000","220,695,600,000","263,954,400,000","285,895,600,000"
194,LKA,Sri Lanka,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"558,428,300","559,557,800","761,587,500","845,720,800","981,143,000","1,061,631,000","1,062,471,000","1,013,853,000","1,061,234,000","1,461,591,000","1,315,819,000","1,208,534,000","1,393,852,000","1,477,089,000","1,505,056,000","1,853,045,000","2,003,322,000","2,301,403,000","2,785,691,000","3,208,342,000","3,797,933,000","4,095,240,000","4,638,651,000","4,807,964,000","4,596,186,000","5,439,551,000","4,816,890,000","4,699,150,000","5,133,210,000","5,757,240,000","6,346,727,000","6,882,600,000","7,639,900,000","8,136,800,000"
195,KNA,St. Kitts and Nevis,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,"24,122,220","24,262,960","18,837,040","18,425,930","20,148,150","20,374,070","26,122,220","28,722,220","28,407,410","29,203,700","28,322,220","28,577,780","33,022,220","31,985,190","28,570,370","36,559,260","39,081,480","45,488,890","44,403,700","44,955,560","51,459,260","55,023,330","63,036,160","57,298,900","58,794,460","63,510,880","58,290,390","57,768,750","56,689,000"
196,LCA,St. Lucia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"19,099,920","22,600,000","26,800,000","31,900,000","46,000,000","41,600,000","41,600,000","47,500,000","47,800,000","52,000,000","84,407,410","81,703,700","122,259,300","116,037,000","130,951,800","113,885,200","128,551,800","124,966,700","99,918,520","114,648,200","86,325,930","70,251,850","70,370,370","60,888,890","52,859,260","54,275,560","69,316,910","71,800,890","96,313,500","88,773,300","96,651,610","101,220,200","185,774,700"
197,VCT,St. Vincent and the Grenadines,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,"18,100,000","19,100,000","21,100,000","29,800,000","32,190,370","41,100,000","53,600,000","63,200,000","66,111,110","54,370,370","87,407,410","77,370,370","85,407,410","67,425,930","79,033,340","57,125,920","48,859,260","61,940,740","52,555,560","47,288,890","50,096,300","49,614,820","51,751,850","42,757,040","41,240,000","40,088,990","39,299,760","42,573,070","41,163,650","51,353,250","52,919,440"
198,SDN,Sudan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"658,234,400","562,998,700","514,050,000","689,400,000","792,740,600","400,862,600","514,230,800","519,000,000","444,232,700","326,760,000","265,040,000","427,000,000","544,366,700","326,500,000","302,500,000","213,400,000","306,300,000","523,900,000","555,700,000","620,300,000","594,200,000","595,700,000","780,100,000","1,806,700,000","1,698,700,000","1,949,110,000","2,542,170,000","3,777,750,000","4,824,280,000","5,656,560,000","8,879,240,000","11,670,500,000"
199,SUR,Suriname,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"617,900,000","733,900,000","792,700,000","918,200,000","845,700,000","765,100,000","654,700,000","667,800,000","599,900,000","601,700,000","604,700,000","639,700,000","980,300,000","831,600,000","617,500,000","608,600,000","298,300,000","293,600,000","415,600,000","397,200,000","401,600,000","349,700,000","342,000,000","399,100,000","437,000,000","369,300,000","487,800,000","782,200,000","1,211,500,000","1,174,400,000","1,359,000,000","1,708,100,000"
200,SWZ,Swaziland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"178,814,000","197,022,900","193,430,000","183,885,000","198,720,000","241,625,600","368,263,600","388,273,800","323,996,000","303,832,700","230,804,000","176,749,800","278,420,600","423,912,500","466,600,000","494,113,400","550,337,600","593,775,000","638,461,100","684,675,900","790,934,800","867,816,700","850,531,800","961,315,100","967,841,900","936,679,600","966,982,700","1,038,980,000","1,078,496,000","1,666,820,000","1,806,178,000","1,636,538,000","1,662,862,000","1,744,779,000",
201,SWE,Sweden,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,"6,750,161,000","7,401,619,000","8,697,265,000","12,096,860,000","15,797,090,000","17,259,000,000","18,286,900,000","18,929,590,000","21,597,590,000","27,376,990,000","30,661,550,000","28,389,050,000","26,575,300,000","27,203,810,000","29,122,820,000","30,172,870,000","36,845,460,000","44,012,970,000","49,367,240,000","51,070,530,000","56,835,000,000","54,542,450,000","55,362,830,000","49,348,460,000","60,199,010,000","79,903,400,000","84,689,620,000","83,193,720,000","85,179,000,000","87,567,970,000","87,431,010,000","76,200,030,000","84,172,370,000","102,079,900,000","123,187,300,000","131,975,800,000","148,826,100,000","170,551,400,000","185,878,300,000"
202,CHE,Switzerland,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"20,991,710,000","28,836,530,000","33,827,280,000","41,707,590,000","40,103,600,000","36,072,910,000","34,166,820,000","36,896,460,000","37,303,350,000","48,799,920,000","55,603,850,000","63,164,080,000","65,810,410,000","78,032,430,000","74,254,750,000","79,869,600,000","75,423,960,000","82,624,930,000","97,139,360,000","95,543,570,000","95,039,490,000","93,781,660,000","91,787,030,000","94,810,030,000","95,897,280,000","104,280,800,000","118,837,400,000","141,873,700,000","151,309,100,000","167,220,800,000","200,490,700,000","241,162,500,000"
203,SYR,Syrian Arab Republic,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,"1,069,800,000","1,061,200,000","1,647,700,000","2,112,000,000","2,211,500,000","2,002,100,000","1,917,800,000","1,834,200,000","1,855,900,000","1,036,900,000","1,357,300,000","1,347,600,000","3,012,500,000","4,156,000,000","3,437,900,000","3,100,000,000","3,253,000,000","3,329,000,000","3,858,000,000","4,178,000,000","4,057,000,000","3,142,000,000","3,806,000,000","5,146,000,000","5,706,000,000","6,668,000,000","5,762,000,000","7,220,400,000","8,602,000,000","10,244,800,000","11,755,690,000",
204,TJK,Tajikistan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"699,148,000","906,198,200","1,096,935,000","1,108,093,000","1,511,799,000","1,556,876,000","1,574,874,000"
205,TZA,Tanzania,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"490,403,500","538,531,500","476,008,300","545,722,900","582,681,200","613,025,300","412,923,500","383,207,700","398,502,500","328,519,400","335,861,300","287,875,800","386,485,900","415,108,700","407,806,100","362,981,100","406,351,100","446,877,900","519,403,400","682,543,700","764,092,800","715,301,200","589,470,400","543,300,700","663,301,200","851,307,700","979,565,600","1,220,850,000","1,481,637,000","1,679,113,000","1,917,619,000","2,226,557,000","3,036,708,000"
206,THA,Thailand,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"2,176,967,000","2,958,858,000","3,454,051,000","4,045,181,000","5,234,399,000","6,449,078,000","6,901,509,000","6,834,878,000","6,307,620,000","7,337,984,000","7,059,011,000","8,803,161,000","11,594,710,000","15,781,120,000","19,833,640,000","22,810,460,000","28,232,240,000","32,099,420,000","36,406,280,000","44,504,230,000","55,446,650,000","54,408,380,000","56,655,900,000","52,752,880,000","56,775,080,000","67,893,600,000","63,082,300,000","66,052,140,000","78,083,320,000","94,978,720,000","109,368,500,000","127,929,000,000","150,025,500,000","175,278,600,000"
207,TMP,Timor-Leste,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,TGO,Togo,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"215,056,100","140,952,800","158,861,400","199,300,200","261,956,400","290,558,100","475,772,500","377,711,200","344,816,900","273,506,400","290,973,900","281,999,600","362,358,800","397,505,700","435,345,900","411,697,800","513,830,700","514,425,500","419,725,900","264,007,300","328,387,000","377,402,800","440,645,000","422,472,100","420,270,000","391,475,300","361,819,600","357,211,800","424,233,800","597,709,700","601,018,600","634,089,300","630,352,500","676,894,200",
209,TON,Tonga,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,"2,699,272","2,961,424","3,543,461","4,863,151","7,434,201","4,382,166","4,122,586","5,973,431","6,253,251","7,780,773","8,877,343","4,785,095","5,798,664","8,317,451","5,553,703","6,322,486","6,883,188","8,721,552","9,395,156","11,912,110","13,436,320","12,305,200","16,082,230",,,,,,,,"6,656,691","18,126,040","20,741,140","19,021,700","18,308,110","9,588,934","8,688,924",
210,TTO,Trinidad and Tobago,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,"1,072,542,000","1,153,303,000","1,284,667,000","1,300,958,000","1,759,125,000","2,728,292,000","2,725,583,000","2,317,333,000","2,102,708,000","2,173,417,000","2,141,673,000","1,378,389,000","1,414,306,000","1,469,450,000","1,550,753,000","1,960,094,000","1,774,471,000","1,691,365,000","1,500,085,000","1,777,641,000","2,456,137,000","2,354,079,000","2,447,951,000","2,258,019,000","2,815,800,000","4,290,300,000","4,304,200,000","3,920,000,000","5,204,900,000","6,402,900,000","9,672,300,000","14,217,400,000","13,391,300,000",
211,TUN,Tunisia,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,"788,292,200","787,970,600","941,920,900","1,557,339,000","2,195,310,000","2,490,866,000","2,004,444,000","1,862,201,000","1,781,592,000","1,707,618,000","1,763,159,000","2,100,976,000","2,399,149,000","2,930,516,000","3,514,611,000","3,695,569,000","4,041,006,000","3,745,984,000","4,643,350,000","5,469,733,000","5,518,753,000","5,559,231,000","5,723,945,000","5,873,253,000","5,840,153,000","6,628,148,000","6,857,123,000","8,027,423,000","9,679,103,000","10,631,450,000","11,688,810,000","15,147,680,000","19,183,670,000"
212,TUR,Turkey,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,"1,532,000,000","1,401,000,000","1,960,000,000","1,753,000,000","2,288,000,000","2,261,000,000","2,910,000,000","4,703,000,000","5,890,000,000","5,905,000,000","7,389,000,000","8,255,000,000","7,583,000,000","10,322,000,000","11,929,000,000","11,780,000,000","13,026,000,000","13,667,000,000","14,891,000,000","15,611,000,000","18,390,000,000","21,975,000,000","32,067,000,000","32,110,000,000","30,741,000,000","29,031,000,000","30,825,000,000","34,729,000,000","40,719,000,000","52,394,000,000","68,535,000,000","78,365,000,000","93,611,000,000","115,356,000,000","140,999,000,000"
213,TKM,Turkmenistan,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,692,020,000","774,150,000",,,,,,,,,,,
214,UGA,Uganda,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,"319,400,000","228,800,000","347,100,000","367,700,000","407,300,000","347,800,000","406,800,000","333,600,000","266,300,000","277,700,000","177,800,000","173,200,000","151,200,000","200,000,000","463,000,000","560,300,000","639,330,000","592,620,000","510,200,000","483,500,000","449,900,000","467,237,900","478,170,000","573,702,300","759,123,300","1,017,013,000","1,187,639,000","1,999,027,000","2,703,459,000"
215,UKR,Ukraine,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,894,000,000","14,244,000,000","15,547,000,000","15,418,000,000","13,699,000,000","13,189,000,000","15,722,000,000","17,091,000,000","18,669,000,000","23,739,000,000","33,432,000,000","35,024,000,000","38,949,000,000","49,840,000,000","67,717,000,000"
216,ARE,United Arab Emirates,BX.GSR.MRCH.CD,Goods exports (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
